website,year,rental_type,rent_without_expenses,square_meters,zip_code,street,area,rooms,geometry,StatistikdistriktNavn,counts
boligportal.dk,2023,apartment,9495,70,8200,Niels Juels Gade,Aarhus N,2,"LINESTRING (575700.7179387133 6225614.164241385, 575621.5908168484 6225635.799837522, 575559.1285463058 6225652.566424732, 575501.4571112993 6225668.803119799, 575484.9901602401 6225673.122240655, 575436.2077453847 6225686.499517749, 575424.7542676574 6225689.938817689, 575328.0140223762 6225717.203268089, 575239.6680465883 6225740.958432795)",Stat dist: 01.00,499.0
boligportal.dk,2023,apartment,12000,105,8230,Lokesvej,Åbyhøj,3,"LINESTRING (572385.1546515588 6223287.177892727, 572396.2370662928 6223278.989559438, 572452.6221495891 6223233.538810806, 572467.2337856818 6223221.7312142085, 572475.0838294516 6223218.6918328665, 572483.3626571249 6223218.861798271, 572490.1242494476 6223220.64143603, 572520.5843982772 6223230.26947627, 572558.2679067102 6223242.047078974, 572567.5032523217 6223244.746529508, 572596.8089829499 6223254.234598239, 572639.4070145832 6223267.841828527, 572652.5343987026 6223272.150951417, 572749.4807900912 6223302.884695653, 572860.3709041845 6223339.077328746)",Stat dist: 03.60,14.0
boligportal.dk,2023,apartment,11000,82,8200,Otte Ruds Gade,Aarhus N,3,"LINESTRING (575722.8992598697 6225812.843800736, 575667.2398108713 6225824.861354597, 575520.4802740903 6225855.015216866, 575402.0946875318 6225880.739980664, 575388.4148318447 6225883.439431199, 575297.6858070553 6225900.505957357, 575230.6058637069 6225914.383132698, 575226.1201244099 6225914.99300856, 575221.6343851128 6225915.262953613, 575217.1568916601 6225914.99300856, 575212.6958898959 6225914.383132698, 575199.9725521471 6225911.45372897)",Stat dist: 01.00,533.0
boligportal.dk,2023,apartment,7500,80,8520,Sønderskovvej,Lystrup,3,"LINESTRING (576694.8369270451 6233052.700148913, 576663.8407983362 6233040.802570631, 576692.5033531094 6232960.598895857)",Stat dist: 04.30,176.0
boligportal.dk,2023,apartment,7700,51,8240,Bytoften,Risskov,2,"LINESTRING (575392.4388038612 6228346.028178382, 575334.5199935257 6228340.939214225)",Stat dist: 04.81,1.0
boligportal.dk,2023,apartment,7595,50,8240,Møllehatten,Risskov,2,"LINESTRING (575382.1397443354 6227588.362399059, 575235.2730115785 6227494.941414631)",Stat dist: 04.81,1.0
boligportal.dk,2023,room,4450,15,8200,Jens Baggesens Vej,Aarhus N,1,"LINESTRING (573645.2680851927 6225132.782225302, 573652.8212785678 6225151.7483648, 573692.6074772963 6225217.325016862, 573727.8254782847 6225269.40441625, 573761.979765359 6225315.365061094, 573779.8979850142 6225339.340181028, 573797.717254538 6225361.035764954, 573834.3865241226 6225403.997020315, 573860.1712792363 6225433.271061669, 573866.3803999912 6225436.890324978, 573873.1090089368 6225438.120074666, 573881.2064280355 6225444.43878851)",Stat dist: 03.10,381.0
boligportal.dk,2023,apartment,9595,70,8200,Trøjborgvej,Aarhus N,3,"LINESTRING (575028.6239076752 6225711.74437923, 575030.3555349774 6225719.262848867, 575030.4544851088 6225723.402006354, 575021.2603687188 6225755.395494172, 574978.0274070746 6225888.458409601)",Stat dist: 01.00,258.0
boligportal.dk,2023,apartment,8500,60,8000,Vestergade,Aarhus C,2,"LINESTRING (574994.5520790439 6224282.88521938, 574974.0776476568 6224278.346143296, 574968.7755697744 6224277.886236909, 574926.9114182834 6224279.805846177, 574908.8200358979 6224280.855632496, 574879.6297470898 6224280.5356976185, 574863.6410549998 6224280.735656917, 574851.3465011544 6224280.315742389, 574840.1568904447 6224279.745858388, 574814.6772315699 6224277.166383432, 574803.0588369567 6224275.736674446, 574786.5011816103 6224273.627103843, 574768.1294405187 6224272.007433522, 574743.5733162051 6224269.9078608835, 574720.3612645116 6224268.558135617, 574716.5929136684 6224271.617512889, 574687.9221130509 6224268.118225159, 574653.8420385754 6224263.989065638, 574617.675765493 6224260.359804363, 574595.9891949943 6224257.660353828, 574559.3446629427 6224252.961310305, 574550.4061677258 6224251.21166644, 574543.9661633305 6224248.052309518, 574537.8724843957 6224244.613009578, 574522.5929349152 6224236.754609132, 574504.4438316196 6224227.806430508, 574498.9026242526 6224224.9370145695, 574478.1230966266 6224212.619521759, 574471.2708000166 6224210.439965402, 574384.4255678905 6224190.813960219, 574358.9871382372 6224186.174904485, 574318.2526674147 6224156.420960814, 574282.1523610867 6224128.536636587)",Stat dist: 00.40,351.0
boligportal.dk,2023,apartment,9500,100,8220,Silkeborgvej,Brabrand,4,"LINESTRING (566881.8039557764 6223561.062144379, 566895.6734658824 6223560.062347885, 566909.9470223589 6223559.872386551, 566926.5953819926 6223560.662225782, 566940.8689384691 6223562.051942909, 566949.197241208 6223564.621419899, 566953.5592928407 6223568.990530579, 566956.7256970503 6223580.878110897)",Stat dist: 03.22,574.0
boligportal.dk,2023,apartment,8960,74,8200,Aldersrovej,Aarhus N,2,"LINESTRING (575227.5796388503 6225791.388167967, 575215.2273640948 6225790.158418279, 575209.9170403681 6225791.228200528, 575169.7927620235 6225799.566503291)",Stat dist: 01.20,145.0
boligportal.dk,2023,apartment,9900,70,8000,Kirkegårdsvej,Aarhus C,2,"LINESTRING (575144.3543323702 6224963.196743936, 575160.9449710939 6224974.234497234, 575233.7063011623 6225058.817280653, 575284.3275392957 6225117.985237187, 575300.769752822 6225144.909756779, 575308.3229461972 6225157.06728215, 575314.4331168205 6225169.084836011, 575321.9450809743 6225185.1615636395, 575341.240356627 6225228.082827141, 575347.3010521847 6225241.590077778, 575382.0737775811 6225331.541768372, 575411.8412754898 6225408.856031277, 575442.5075704268 6225488.669785419, 575479.6056239147 6225585.939986351)",Stat dist: 01.32,217.0
boligportal.dk,2023,apartment,10900,87,8200,Randersvej,Aarhus N,3,"LINESTRING (571566.7546051759 6234880.868030628, 571677.4055897846 6234897.834577137)",Stat dist: 05.70,361.0
boligportal.dk,2023,apartment,7272,65,8361,Kildeagervej,Hasselager,2,"LINESTRING (567539.8470681341 6219170.745780579, 567545.4047671896 6219170.855758193, 567599.0852135569 6219171.45563609)",Stat dist: 06.61,228.0
boligportal.dk,2023,apartment,9495,68,8000,Grete Løchtes Gade,Aarhus C,3,"LINESTRING (576086.442043194 6225140.880576907, 576019.7579003718 6225206.837151636)",Stat dist: 00.11,404.0
boligportal.dk,2023,apartment,9595,66,8000,Grete Løchtes Gade,Aarhus C,3,"LINESTRING (576086.442043194 6225140.880576907, 576019.7579003718 6225206.837151636)",Stat dist: 00.11,404.0
boligportal.dk,2023,apartment,6200,37,8260,Christian X's Vej,Viby J,1,"LINESTRING (573011.7563596157 6221621.596916918, 573017.0996667196 6221595.132303713, 573011.6574094841 6221475.956561591, 573007.3200953844 6221411.409699918, 573004.4587874137 6221388.244415144, 573000.3688486429 6221358.300510139, 572994.1267445107 6221323.137667434, 572990.5892773077 6221305.501257275, 572985.7572125503 6221283.245787311, 572979.539845951 6221257.081113055, 572968.6305939474 6221209.280842662, 572959.3787566472 6221173.508124095, 572941.881075051 6221099.863114324, 572932.8518755469 6221062.240772243, 572913.4823872953 6220980.1974719195, 572902.4659393159 6220936.646336627, 572878.2231570855 6220832.677499183, 572869.1692200485 6220792.065765584, 572854.2359960283 6220731.3481244845, 572840.0366521504 6220674.589677502, 572837.9751910764 6220665.361555859, 572827.8740318138 6220619.840821474, 572815.6454447227 6220568.151342718, 572801.1492504503 6220508.3735103225, 572786.9993816382 6220450.975193583, 572758.74911908 6220332.789249991, 572757.2896046396 6220324.15100828, 572756.1846615039 6220317.802300541, 572755.5579773374 6220308.7041524425, 572756.102203061 6220302.015513896, 572758.1141890693 6220292.077536742)",Stat dist: 02.20,276.0
boligportal.dk,2023,apartment,6900,54,8240,Brassøvej,Risskov,2,"LINESTRING (576638.3611394615 6229425.618430908, 576654.4900109045 6229427.817983195, 576652.1152077473 6229449.183634278)",Stat dist: 04.40,1.0
boligportal.dk,2023,apartment,8900,60,8000,Thunøgade,Aarhus C,2,"LINESTRING (575064.35315101 6224802.849382178, 575062.1762481158 6224802.809390319, 575059.8261824914 6224801.59963656, 575056.1073067139 6224797.880393602, 575052.4543976907 6224795.580861664, 575048.42217983 6224793.371311412, 575042.7820223315 6224791.031787615, 575038.7168210936 6224790.061985016, 575032.0047038365 6224788.942212942, 575028.3023197476 6224789.052190557, 575024.888540209 6224789.072186487, 575021.7633652209 6224789.102180381, 575019.982262853 6224787.902424589, 575018.3083564608 6224786.272756303, 575001.1982295465 6224762.19765672, 574996.3661647891 6224757.118690528, 574972.1646117801 6224726.344954434, 574971.0431769559 6224720.456153082, 574965.7575907621 6224719.546338272, 574916.1176080998 6224703.459612679, 574824.8361117425 6224674.8554349765, 574752.9983162354 6224652.010085081, 574738.6835305374 6224649.430610126, 574680.6327866933 6224635.193508047, 574615.5978127304 6224620.016597263, 574609.0588582036 6224617.147181325, 574554.6197941611 6224571.8963919915)",Stat dist: 01.31,259.0
boligportal.dk,2023,apartment,12650,96,8000,Thit Jensens Gade,Aarhus C,4,"LINESTRING (576118.69978608 6225173.1340118125, 576154.8083382525 6225142.640218737, 576198.1484958725 6225108.537160316, 576226.0441871261 6225085.75179821)",Stat dist: 00.11,5.0
boligportal.dk,2023,apartment,14950,111,8000,Thit Jensens Gade,Aarhus C,5,"LINESTRING (576118.69978608 6225173.1340118125, 576154.8083382525 6225142.640218737, 576198.1484958725 6225108.537160316, 576226.0441871261 6225085.75179821)",Stat dist: 00.11,5.0
boligportal.dk,2023,apartment,8500,88,8471,Viborgvej,Sabro,3,"LINESTRING (561957.2290711338 6230405.189042143, 561955.7695566934 6230398.69036493, 561953.9389792596 6230394.841148427, 561950.9622294687 6230390.991931924, 561947.4659914873 6230388.19250174, 561943.4420194707 6230385.573034924, 561938.8408383536 6230383.963362568, 561935.6579424553 6230382.863586425, 561928.0470281701 6230381.813800106, 561922.5388041802 6230380.324103329, 561916.4203877127 6230377.874601918, 561910.88742619 6230374.365316222, 561903.5816081436 6230366.636889322, 561896.877736731 6230359.648311826, 561891.0644165023 6230354.71931511, 561888.0629291785 6230352.649736366, 561882.2166255725 6230349.470383515, 561876.2136509251 6230346.580971646, 561869.4273210694 6230343.821533321, 561863.2429378474 6230341.801944403, 561849.6290489146 6230338.322652603, 561808.7956279606 6230327.734807728)",Stat dist: 03.51,235.0
boligportal.dk,2023,apartment,6625,52,8000,Horsensgade,Aarhus C,1,"LINESTRING (574116.658266065 6222947.267080589, 574166.240527817 6222904.135859825, 574184.6205147529 6222888.609020268, 574225.0828727137 6222859.105025721, 574232.5536076459 6222855.835691185, 574240.2634720628 6222854.296004583, 574243.141271722 6222852.256419735, 574245.6892376095 6222847.347418948, 574248.905116885 6222828.711212293)",Stat dist: 01.90,170.0
boligportal.dk,2023,room,2800,15,8462,Brydehøjvej,Harlev J,1,"LINESTRING (563574.2721209663 6219388.161526232, 563575.5419809879 6219423.404352657, 563578.6589101318 6219548.948798448, 563579.2526109212 6219599.048600778, 563580.1431621051 6219659.966201177, 563580.7286170501 6219668.714420502, 563582.5097194181 6219677.602611336, 563585.3297981673 6219685.76095073, 563588.5869066643 6219693.909292159, 563594.2353100071 6219706.516725952, 563612.3349382369 6219745.008890983, 563638.1691684164 6219803.367012356, 563664.5393784752 6219863.824706367, 563671.218512355 6219879.99141568, 563678.2522175396 6219891.109152697)",Stat dist: 06.61,7.0
boligportal.dk,2023,apartment,6500,65,8471,Viborgvej,Sabro,2,"LINESTRING (561957.2290711338 6230405.189042143, 561955.7695566934 6230398.69036493, 561953.9389792596 6230394.841148427, 561950.9622294687 6230390.991931924, 561947.4659914873 6230388.19250174, 561943.4420194707 6230385.573034924, 561938.8408383536 6230383.963362568, 561935.6579424553 6230382.863586425, 561928.0470281701 6230381.813800106, 561922.5388041802 6230380.324103329, 561916.4203877127 6230377.874601918, 561910.88742619 6230374.365316222, 561903.5816081436 6230366.636889322, 561896.877736731 6230359.648311826, 561891.0644165023 6230354.71931511, 561888.0629291785 6230352.649736366, 561882.2166255725 6230349.470383515, 561876.2136509251 6230346.580971646, 561869.4273210694 6230343.821533321, 561863.2429378474 6230341.801944403, 561849.6290489146 6230338.322652603, 561808.7956279606 6230327.734807728)",Stat dist: 03.51,235.0
boligportal.dk,2023,apartment,7500,54,8240,Arresøvej,Risskov,2,"LINESTRING (576359.6268647221 6229549.293257254, 576407.8732996982 6229569.059233947, 576442.8934004236 6229583.40631364)",Stat dist: 04.40,48.0
boligportal.dk,2023,apartment,6900,44,8230,Silkeborgvej,Åbyhøj,2,"LINESTRING (566881.8039557764 6223561.062144379, 566895.6734658824 6223560.062347885, 566909.9470223589 6223559.872386551, 566926.5953819926 6223560.662225782, 566940.8689384691 6223562.051942909, 566949.197241208 6223564.621419899, 566953.5592928407 6223568.990530579, 566956.7256970503 6223580.878110897)",Stat dist: 03.22,574.0
boligportal.dk,2023,room,3750,13,8260,Damagervej,Viby J,1,"LINESTRING (571915.4218853901 6221390.873879924, 571897.2397987173 6221389.624134307, 571839.0241379872 6221388.784305251, 571733.2794307347 6221387.054657316, 571637.9079956065 6221385.145046012, 571578.2163287475 6221383.965286149, 571461.8839574187 6221381.955695195, 571419.52505527 6221381.465794913, 571392.6106194876 6221380.485994348, 571388.0589134363 6221380.306030979, 571332.4901687251 6221379.726149012)",Stat dist: 02.40,582.0
boligportal.dk,2023,apartment,6250,40,8260,Damagervej,Viby J,1,"LINESTRING (571915.4218853901 6221390.873879924, 571897.2397987173 6221389.624134307, 571839.0241379872 6221388.784305251, 571733.2794307347 6221387.054657316, 571637.9079956065 6221385.145046012, 571578.2163287475 6221383.965286149, 571461.8839574187 6221381.955695195, 571419.52505527 6221381.465794913, 571392.6106194876 6221380.485994348, 571388.0589134363 6221380.306030979, 571332.4901687251 6221379.726149012)",Stat dist: 02.40,582.0
boligportal.dk,2023,apartment,12500,107,8000,Christiansgade,Aarhus C,3,"LINESTRING (574618.038582642 6223830.287344368, 574618.5498249884 6223839.385492466, 574619.4486220166 6223843.064743566, 574621.9058836168 6223847.323876631, 574645.5714567464 6223883.876436464, 574662.912467301 6223911.020911285, 574712.7585960707 6223986.715503869, 574715.1993659823 6223991.524525006, 574718.9347334484 6223999.632874575, 574760.4278219461 6224062.899996736, 574762.4315621101 6224069.898572196, 574762.1594492483 6224073.917754103, 574760.2711509045 6224080.296455737, 574758.4323276265 6224084.285643749)",Stat dist: 00.80,90.0
boligportal.dk,2023,apartment,5795,39,8381,Pollenvænget,Tilst,2,"LINESTRING (570019.7105275724 6227336.193727263, 570020.0486071886 6227308.3793887915, 569984.5832308714 6227260.759081767, 569941.6883488433 6227201.981045866, 569920.067745099 6227218.197745005, 569880.2155796163 6227248.591558431)",Stat dist: 06.10,1.0
boligportal.dk,2023,apartment,6595,50,8381,Honningvænget,Tilst,2,"LINESTRING (570082.75825306 6227337.993360953, 570019.7105275724 6227336.193727263, 570000.3492851653 6227338.893177798, 569966.1207854925 6227362.308411695, 569934.1434013124 6227385.723645592, 569923.7866208765 6227393.382086738, 569913.4298404407 6227397.211307311, 569903.9718570331 6227398.561032578, 569895.4126706538 6227399.010941002, 569887.3070057108 6227397.891168928, 569873.8003127539 6227390.45268301, 569865.6864019666 6227382.354331406, 569855.783142967 6227370.416761264, 569848.122753616 6227360.508778005, 569817.9512093368 6227321.326753393, 569805.3433134081 6227302.860512143, 569780.1192757065 6227269.98720341, 569766.6125827496 6227252.420779005)",Stat dist: 06.10,1.0
boligportal.dk,2023,apartment,5195,37,8381,Pollenvænget,Tilst,1,"LINESTRING (570019.7105275724 6227336.193727263, 570020.0486071886 6227308.3793887915, 569984.5832308714 6227260.759081767, 569941.6883488433 6227201.981045866, 569920.067745099 6227218.197745005, 569880.2155796163 6227248.591558431)",Stat dist: 06.10,1.0
boligportal.dk,2023,apartment,12004,93,8230,Baldersgade,Åbyhøj,4,"LINESTRING (572763.0122205811 6223412.822318167, 572763.9687385194 6223415.90169137, 572746.4793027674 6223470.890498557)",Stat dist: 03.60,1.0
boligportal.dk,2023,apartment,7900,52,8230,Baldersgade,Åbyhøj,2,"LINESTRING (572763.0122205811 6223412.822318167, 572763.9687385194 6223415.90169137, 572746.4793027674 6223470.890498557)",Stat dist: 03.60,1.0
boligportal.dk,2023,apartment,7827,51,8200,Jens Baggesens Vej,Aarhus N,2,"LINESTRING (573645.2680851927 6225132.782225302, 573652.8212785678 6225151.7483648, 573692.6074772963 6225217.325016862, 573727.8254782847 6225269.40441625, 573761.979765359 6225315.365061094, 573779.8979850142 6225339.340181028, 573797.717254538 6225361.035764954, 573834.3865241226 6225403.997020315, 573860.1712792363 6225433.271061669, 573866.3803999912 6225436.890324978, 573873.1090089368 6225438.120074666, 573881.2064280355 6225444.43878851)",Stat dist: 03.10,381.0
boligportal.dk,2023,room,5000,25,8260,Myrholmsvej,Viby J,1,"LINESTRING (571757.9427510242 6221138.595230514, 571751.7088927364 6221147.903335876, 571706.8350080772 6221180.6366731, 571618.3323612477 6221245.72342488)",Stat dist: 02.40,87.0
boligportal.dk,2023,apartment,8900,39,8000,Fredensgade,Aarhus C,1,"LINESTRING (575127.9780855983 6223888.875418935, 575107.5036542112 6223831.477102197, 575066.8763793645 6223716.670470755, 575062.6627529293 6223707.002438654, 575062.3906400675 6223696.004677217, 575040.3577441084 6223632.827536741, 575028.3353031249 6223598.144596353)",Stat dist: 00.60,233.0
boligportal.dk,2023,room,2750,10,8000,Schleppegrellsgade,Aarhus C,1,"LINESTRING (574098.8554882298 6223026.221009745, 574095.3097751825 6223036.738868866, 574060.619508229 6223150.485716024, 574047.195273715 6223194.036851317)",Stat dist: 01.90,261.0
boligportal.dk,2023,apartment,8750,62,8200,Otte Ruds Gade,Aarhus N,2,"LINESTRING (575722.8992598697 6225812.843800736, 575667.2398108713 6225824.861354597, 575520.4802740903 6225855.015216866, 575402.0946875318 6225880.739980664, 575388.4148318447 6225883.439431199, 575297.6858070553 6225900.505957357, 575230.6058637069 6225914.383132698, 575226.1201244099 6225914.99300856, 575221.6343851128 6225915.262953613, 575217.1568916601 6225914.99300856, 575212.6958898959 6225914.383132698, 575199.9725521471 6225911.45372897)",Stat dist: 01.00,533.0
boligportal.dk,2023,apartment,13204,100,8000,Fynsgade,Aarhus C,3,"LINESTRING (574713.1379049083 6225070.76484876, 574698.3036310197 6225056.947661209, 574656.785804989 6225024.684228337, 574600.0626420765 6224981.383042168, 574539.3072613033 6224935.452391219)",Stat dist: 01.31,153.0
boligportal.dk,2023,apartment,15950,114,8000,Sonnesgade,Aarhus C,4,"LINESTRING (574191.612990716 6223473.729920601, 574181.7839443152 6223457.2632723395, 574180.3986424734 6223448.4450672595, 574167.8896966763 6223429.5189196225)",Stat dist: 01.70,167.0
boligportal.dk,2023,apartment,13800,86,8000,Sonnesgade,Aarhus C,4,"LINESTRING (574191.612990716 6223473.729920601, 574181.7839443152 6223457.2632723395, 574180.3986424734 6223448.4450672595, 574167.8896966763 6223429.5189196225)",Stat dist: 01.70,167.0
boligportal.dk,2023,apartment,10700,95,8000,Thit Jensens Gade,Aarhus C,3,"LINESTRING (576118.69978608 6225173.1340118125, 576154.8083382525 6225142.640218737, 576198.1484958725 6225108.537160316, 576226.0441871261 6225085.75179821)",Stat dist: 00.11,5.0
boligportal.dk,2023,apartment,7955,76,8260,Onsholtvej,Viby J,3,"LINESTRING (570294.0909965235 6220472.320848738, 570270.2852440409 6220447.7558488725, 570262.6248546898 6220439.387552215, 570253.6863594729 6220431.129233171, 570236.4030698284 6220417.052098531, 570225.0238046999 6220408.743789664, 570206.4046882794 6220396.776225627, 570201.3664774145 6220394.226744566, 570167.5090407348 6220373.52095917, 570132.4971858539 6220352.885159527, 570107.6607028341 6220338.0181856565, 570094.5745479363 6220330.669681423, 570076.8047534784 6220320.311789742, 570060.1976230661 6220310.493788168, 570055.3325749314 6220306.224657137, 570050.1871680907 6220301.015717401, 570047.0784847911 6220296.536629107, 570043.9450639585 6220290.897776879, 570041.7434235315 6220284.978981633, 570039.7396833675 6220277.0505954325, 570039.0387866024 6220270.211987412, 570039.3356369971 6220262.953464863, 570040.7044471502 6220256.354808001, 570048.3483448126 6220232.619639225, 570050.1459388692 6220225.281132957, 570052.2486291646 6220215.05321482, 570052.9330342413 6220205.2152173165)",Stat dist: 02.40,266.0
boligportal.dk,2023,apartment,6050,56,8310,Slet Parkvej,Tranbjerg J,2,"LINESTRING (571412.6974961928 6218226.697938787, 571407.1480429815 6218207.041939708, 571401.5326230159 6218186.256170591, 571396.3212494209 6218167.190051445, 571385.0904094896 6218125.608515246, 571371.8475835501 6218077.528301835)",Stat dist: 02.91,7.0
boligportal.dk,2023,apartment,12900,115,8240,Vikærsvej,Risskov,4,"LINESTRING (575363.438169472 6228469.113124796, 575366.2747399098 6228459.944990943, 575388.3076358689 6228365.054305668, 575392.4388038612 6228346.028178382, 575395.8773209327 6228326.262201688, 575397.9222903181 6228305.656395941, 575401.0144819291 6228256.736353474, 575406.613410206 6228174.843022625, 575406.4897225416 6228157.926465941, 575410.1343857205 6228104.4073596, 575410.0436814333 6228098.098643721, 575410.175614942 6228090.840121172, 575407.8997619163 6228075.643214459, 575404.6838826408 6228060.866222273, 575390.1959342127 6228019.544633163, 575358.4906628943 6227936.841467153, 575336.226883295 6227879.543130063)",Stat dist: 04.81,89.0
boligportal.dk,2023,apartment,11195,98,8240,Brassøvej,Risskov,4,"LINESTRING (576638.3611394615 6229425.618430908, 576654.4900109045 6229427.817983195, 576652.1152077473 6229449.183634278)",Stat dist: 04.40,1.0
boligportal.dk,2023,apartment,11225,100,8240,Tranekærvej,Risskov,3,"LINESTRING (575626.117785367 6228153.737318629, 575583.8166041282 6228157.13662671, 575553.1832925684 6228160.395963281, 575524.3393292208 6228162.875458588, 575455.8575923421 6228169.51410731, 575406.613410206 6228174.843022625, 575381.6202561448 6228179.4820783585, 575332.3101072544 6228189.969943584, 575311.2007458565 6228194.369048159, 575304.0928280733 6228195.838749005, 575292.0209120238 6228199.018101857, 575273.4677623578 6228204.676950015, 575265.2054263732 6228207.216433111, 575255.2691839964 6228210.845694385, 575244.0300982209 6228215.24479896, 575231.2655312506 6228220.823663399, 575222.8300325357 6228224.672879902, 575210.4777577802 6228230.861620201, 575196.60000183 6228238.829998261, 575150.8025826097 6228266.074452731, 575104.3290041572 6228295.31850019, 575008.4793100599 6228355.04634276, 574926.3094716498 6228405.865998566)",Stat dist: 04.81,171.0
boligportal.dk,2023,room,3200,9,8000,Knudrisgade,Aarhus C,1,"LINESTRING (575226.4994332475 6224768.7663196875, 575237.1283265451 6224788.502302485, 575253.504573317 6224809.308067531, 575270.3920624354 6224823.125255083, 575294.9316950605 6224837.062418214, 575367.2230120038 6224878.284027674, 575378.6682438868 6224883.632938919, 575449.5907506772 6224957.687865253)",Stat dist: 01.32,255.0
boligportal.dk,2023,apartment,6820,61,8260,Onsholtvej,Viby J,2,"LINESTRING (570294.0909965235 6220472.320848738, 570270.2852440409 6220447.7558488725, 570262.6248546898 6220439.387552215, 570253.6863594729 6220431.129233171, 570236.4030698284 6220417.052098531, 570225.0238046999 6220408.743789664, 570206.4046882794 6220396.776225627, 570201.3664774145 6220394.226744566, 570167.5090407348 6220373.52095917, 570132.4971858539 6220352.885159527, 570107.6607028341 6220338.0181856565, 570094.5745479363 6220330.669681423, 570076.8047534784 6220320.311789742, 570060.1976230661 6220310.493788168, 570055.3325749314 6220306.224657137, 570050.1871680907 6220301.015717401, 570047.0784847911 6220296.536629107, 570043.9450639585 6220290.897776879, 570041.7434235315 6220284.978981633, 570039.7396833675 6220277.0505954325, 570039.0387866024 6220270.211987412, 570039.3356369971 6220262.953464863, 570040.7044471502 6220256.354808001, 570048.3483448126 6220232.619639225, 570050.1459388692 6220225.281132957, 570052.2486291646 6220215.05321482, 570052.9330342413 6220205.2152173165)",Stat dist: 02.40,266.0
boligportal.dk,2023,apartment,10900,81,8240,Harald Selmers Vej,Risskov,3,"LINESTRING (576121.4291605421 6227398.740995947, 576124.9748735894 6227392.362294314, 576131.843661888 6227385.88361303, 576145.853351347 6227374.126006258, 576161.7348474612 6227362.988273311, 576181.2362692213 6227351.040705204, 576201.784913207 6227342.552432967, 576225.5824198455 6227334.95397961, 576241.8184872644 6227329.6950500505, 576284.8782861783 6227313.808283756, 576323.9388506088 6227302.400605756, 576450.8753777022 6227261.099012575, 576479.7770619598 6227251.880888898, 576490.7852640951 6227249.751322365, 576502.4696254625 6227247.891700885, 576545.348015802 6227245.992087547, 576651.2493940962 6227239.473414403, 576686.4426575517 6227236.813955729, 576715.6906672699 6227230.645211359)",Stat dist: 04.60,15.0
boligportal.dk,2023,apartment,7500,55,8240,Kantorvænget,Risskov,2,"LINESTRING (574836.685389996 6229013.852244724, 574930.5560814623 6228959.293350029)",Stat dist: 04.81,368.0
boligportal.dk,2023,apartment,8200,54,8000,Banegårdsgade,Aarhus C,3,"LINESTRING (574591.7920602476 6223475.239613308, 574593.4824583284 6223495.665455686)",Stat dist: 01.70,240.0
boligportal.dk,2023,apartment,6500,36,8200,Bergensgade,Aarhus N,2,"LINESTRING (574529.5854108782 6226258.073175584, 574516.6806645549 6226177.659543546)",Stat dist: 05.70,17.0
boligportal.dk,2023,room,3860,9,8000,Ceresbyen,Aarhus C,1,"LINESTRING (573781.2173201016 6224059.870613358, 573800.0673201624 6224059.640660164, 573823.9637769323 6224055.731455872, 573850.8534751817 6224069.518649528, 573937.9625743253 6224109.740462494, 573961.6281474549 6224106.751070976, 573967.6063845695 6224109.510509301, 574030.3490138182 6224156.17101169, 574108.22276735 6224149.492371108, 574151.9257421191 6224176.386896806)",Distrikt ikke defineret,150.0
boligportal.dk,2023,apartment,5900,51,8541,Tronkærgårdsvej,Skødstrup,2,"LINESTRING (580585.1190699456 6236358.497263472, 580594.1317777613 6236354.298118195, 580601.7509378907 6236356.297711183, 580615.570972931 6236364.905959, 580634.9981820924 6236380.532778206, 580646.4186764425 6236391.950454171)",Stat dist: 04.00,228.0
boligportal.dk,2023,apartment,4600,38,8200,Stockholmsgade,Aarhus N,1,"LINESTRING (574505.6394790425 6226569.9596919855, 574470.2318236353 6226575.078650036, 574444.4635602101 6226583.097017921, 574396.1511584795 6226597.973989756, 574393.3145880417 6226598.803820847, 574369.1954934758 6226605.772402411, 574339.5186998543 6226614.89054644, 574311.7549421095 6226622.948906184, 574285.3105194521 6226631.297206911, 574275.8690277331 6226634.356584184, 574205.9112847254 6226655.6322535835, 574142.228629227 6226674.688374765, 574136.1514419807 6226676.647975894, 574086.4867217856 6226691.334986395, 574061.4193551256 6226699.29336649, 574010.7486419264 6226714.340303729, 573961.6116557663 6226728.967326441, 573953.0029943212 6226732.536599926, 573878.5430203279 6226754.302169607, 573864.5498225575 6226757.9514268115, 573859.5858242912 6226759.251162254, 573854.3909423847 6226759.16118057, 573849.2867647655 6226757.581502109, 573844.5454042953 6226754.79206989)",Stat dist: 05.70,46.0
boligportal.dk,2023,apartment,12300,82,8000,Nordborggade,Aarhus C,3,"LINESTRING (573632.3798305579 6222928.660867831, 573621.5035619314 6222923.38194234, 573612.746475289 6222920.172595593, 573608.2524901477 6222919.07281945, 573597.3185006111 6222917.443151164, 573534.0398914833 6222908.315009171)",Stat dist: 02.00,761.0
boligportal.dk,2023,apartment,6000,50,8200,Skovfaldet,Aarhus N,2,"LINESTRING (575697.4938135935 6226442.56562268, 575659.7855676278 6226441.805777344, 575650.0307338255 6226444.445240089, 575599.7475753082 6226444.025325561, 575582.472531508 6226445.295067109, 575544.3684850159 6226454.603172471, 575500.335676475 6226464.281202536, 575464.3673036556 6226459.962081681)",Stat dist: 05.50,42.0
