web-scraper-order,web-scraper-start-url,price,address,type_rooms_kvm
1684829087-200,https://boligzonen.dk/lejebolig/aarhus,11.430,"Stenpassagen, Aarhus C",Lejlighed / 2 vær. / 75 m2
1684829087-201,https://boligzonen.dk/lejebolig/aarhus,9.500,"Søren Frichs Vej, Åbyhøj",Lejlighed / 3 vær. / 81 m2
1684829087-202,https://boligzonen.dk/lejebolig/aarhus,9.250,"Stenpassagen, Aarhus C",Lejlighed / 2 vær. / 58 m2
1684829087-203,https://boligzonen.dk/lejebolig/aarhus,7.154,"LisbjergBakke, Aarhus N",Lejlighed / 2 vær. / 80 m2
1684829087-204,https://boligzonen.dk/lejebolig/aarhus,4.995,"Engtoften, Viby J",Lejlighed / 1 vær. / 36 m2
1684829087-205,https://boligzonen.dk/lejebolig/aarhus,7.887,"Tulipanlunden, Aarhus N",Lejlighed / 3 vær. / 64 m2
1684829087-206,https://boligzonen.dk/lejebolig/aarhus,11.000,"Åboulevarden, Aarhus C",Lejlighed / 3 vær. / 64 m2
1684829087-207,https://boligzonen.dk/lejebolig/aarhus,6.750,"Engtoften, Viby J",Lejlighed / 2 vær. / 52 m2
1684829087-208,https://boligzonen.dk/lejebolig/aarhus,9.495,"Finsensgade, Aarhus N",Lejlighed / 4 vær. / 85 m2
1684829087-209,https://boligzonen.dk/lejebolig/aarhus,10.995,"Otte Ruds Gade, Aarhus N",Lejlighed / 3 vær. / 82 m2
1684829087-210,https://boligzonen.dk/lejebolig/aarhus,7.500,"Rosenkrantzgade, Aarhus C",Lejlighed / 1 vær. / 47 m2
1684829091-211,https://boligzonen.dk/lejebolig/aarhus,9.300,"Sonnesgade, Aarhus C",Lejlighed / 2 vær. / 72 m2
1684829091-212,https://boligzonen.dk/lejebolig/aarhus,4.995,"Engtoften, Viby J",Lejlighed / 1 vær. / 41 m2
1684829091-213,https://boligzonen.dk/lejebolig/aarhus,10.816,"Solsikkevænget, Aarhus N",Lejlighed / 3 vær. / 114 m2
1684829091-214,https://boligzonen.dk/lejebolig/aarhus,7.830,"Eya Jensens Gade, Risskov",Lejlighed / 3 vær. / 62 m2
1684829091-215,https://boligzonen.dk/lejebolig/aarhus,7.550,"Damagervej, Viby J",Lejlighed / 2 vær. / 54 m2
1684829091-216,https://boligzonen.dk/lejebolig/aarhus,9.148,"Dirch Passers Gade, Aarhus C",Lejlighed / 2 vær. / 63 m2
1684829091-217,https://boligzonen.dk/lejebolig/aarhus,5.555,"Hvidkløvervej, Aarhus N",Lejlighed / 1 vær. / 35 m2
1684829091-218,https://boligzonen.dk/lejebolig/aarhus,7.700,"Ringen, Aarhus N",Lejlighed / 2 vær. / 65 m2
1684829091-219,https://boligzonen.dk/lejebolig/aarhus,11.418,"Strandparken , Aarhus C",Lejlighed / 4 vær. / 107 m2
1684829091-220,https://boligzonen.dk/lejebolig/aarhus,4.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 31 m2
1684829091-221,https://boligzonen.dk/lejebolig/aarhus,11.750,"Åbyvej, Åbyhøj",Lejlighed / 3 vær. / 85 m2
1684829091-222,https://boligzonen.dk/lejebolig/aarhus,11.250,"Olof Palmes Allé, Aarhus N",Lejlighed / 4 vær. / 103 m2
1684829091-223,https://boligzonen.dk/lejebolig/aarhus,5.495,"Kappelvænget, Aarhus V",Lejlighed / 2 vær. / 53 m2
1684829091-224,https://boligzonen.dk/lejebolig/aarhus,8.250,"Møllevangs Allé, Aarhus N",Lejlighed / 3 vær. / 59 m2
1684829091-225,https://boligzonen.dk/lejebolig/aarhus,5.000,"Helga Pedersens gade  , Aarhus C",Værelse / 1 vær. / 9 m2
1684829095-226,https://boligzonen.dk/lejebolig/aarhus,4.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 33 m2
1684829095-227,https://boligzonen.dk/lejebolig/aarhus,6.695,"Vintervej, Aarhus V",Lejlighed / 2 vær. / 50 m2
1684829095-228,https://boligzonen.dk/lejebolig/aarhus,13.300,"Søren Frichs Vej, Åbyhøj",Lejlighed / 3 vær. / 101 m2
1684829095-229,https://boligzonen.dk/lejebolig/aarhus,9.050,"Dannebrogsgade, Aarhus C",Lejlighed / 2 vær. / 69 m2
1684829095-230,https://boligzonen.dk/lejebolig/aarhus,10.900,"Søren Frichs Vej, Åbyhøj",Lejlighed / 3 vær. / 82 m2
1684829095-231,https://boligzonen.dk/lejebolig/aarhus,9.800,"Søndre Ringgade, Aarhus C",Lejlighed / 3 vær. / 84 m2
1684829095-232,https://boligzonen.dk/lejebolig/aarhus,9.615,"Orla Lehmanns Allé, Aarhus C",Lejlighed / 3 vær. / 85 m2
1684829095-233,https://boligzonen.dk/lejebolig/aarhus,5.295,"Vestergårdsvej, Viby J",Lejlighed / 1 vær. / 33 m2
1684829095-234,https://boligzonen.dk/lejebolig/aarhus,11.400,"Assensgade, Aarhus C",Lejlighed / 3 vær. / 94 m2
1684829095-235,https://boligzonen.dk/lejebolig/aarhus,4.995,"Engtoften, Viby J",Lejlighed / 1 vær. / 43 m2
1684829095-236,https://boligzonen.dk/lejebolig/aarhus,11.995,"Emiliedalen, Højbjerg",Hus / 3 vær. / 104 m2
1684829095-237,https://boligzonen.dk/lejebolig/aarhus,8.550,"Sdr. Ringgade, Aarhus C",Lejlighed / 2 vær. / 72 m2
1684829095-238,https://boligzonen.dk/lejebolig/aarhus,6.695,"Vintervej, Aarhus V",Lejlighed / 2 vær. / 52 m2
1684829095-239,https://boligzonen.dk/lejebolig/aarhus,12.195,"Otte Ruds Gade, Aarhus N",Lejlighed / 4 vær. / 103 m2
1684829095-240,https://boligzonen.dk/lejebolig/aarhus,5.845,"Tulipanhaven, Aarhus N",Lejlighed / 2 vær. / 35 m2
1684829099-241,https://boligzonen.dk/lejebolig/aarhus,11.700,"Kristine Nielsens Gade, Aarhus C",Lejlighed / 3 vær. / 76 m2
1684829099-242,https://boligzonen.dk/lejebolig/aarhus,7.895,"Edouard Suensons Gade, Aarhus N",Lejlighed / 2 vær. / 45 m2
1684829099-243,https://boligzonen.dk/lejebolig/aarhus,7.450,"Vestre Ringgade, Aarhus C",Lejlighed / 2 vær. / 75 m2
1684829099-244,https://boligzonen.dk/lejebolig/aarhus,9.995,"Sdr. Ringgade, Aarhus C",Lejlighed / 3 vær. / 81 m2
1684829099-245,https://boligzonen.dk/lejebolig/aarhus,9.600,"Park Allé, Aarhus C",Lejlighed / 2 vær. / 80 m2
1684829099-246,https://boligzonen.dk/lejebolig/aarhus,8.300,"Katrinebjergvej, Aarhus N",Lejlighed / 2 vær. / 54 m2
1684829099-247,https://boligzonen.dk/lejebolig/aarhus,10.295,"Trøjborgvej, Aarhus N",Lejlighed / 3 vær. / 88 m2
1684829099-248,https://boligzonen.dk/lejebolig/aarhus,14.000,"Ringen, Aarhus N",Lejlighed / 6 vær. / 163 m2
1684829099-249,https://boligzonen.dk/lejebolig/aarhus,9.900,"morten børups gade, Aarhus C",Lejlighed / 3 vær. / 71 m2
1684829099-250,https://boligzonen.dk/lejebolig/aarhus,9.495,"Niels Juels Gade, Aarhus N",Lejlighed / 2 vær. / 65 m2
1684829099-251,https://boligzonen.dk/lejebolig/aarhus,7.300,"Arresøvej, Risskov",Lejlighed / 2 vær. / 54 m2
1684829099-252,https://boligzonen.dk/lejebolig/aarhus,8.871,"Klostergade, Aarhus C",Lejlighed / 2 vær. / 60 m2
1684829099-253,https://boligzonen.dk/lejebolig/aarhus,7.250,"Engtoften, Viby J",Lejlighed / 2 vær. / 54 m2
1684829099-254,https://boligzonen.dk/lejebolig/aarhus,14.100,"Banegårdspladsen, Aarhus C",Lejlighed / 3 vær. / 109 m2
1684829099-255,https://boligzonen.dk/lejebolig/aarhus,5.600,"Gøteborg Allé, Aarhus N",Lejlighed / 1 vær. / 31 m2
1684829104-256,https://boligzonen.dk/lejebolig/aarhus,2.810,"Emiliehøj , Højbjerg",Lejlighed / 1 vær. / 18 m2
1684829104-257,https://boligzonen.dk/lejebolig/aarhus,14.400,"Dalgas Avenue, Aarhus C",Lejlighed / 5 vær. / 120 m2
1684829104-258,https://boligzonen.dk/lejebolig/aarhus,9.300,"Kirkegårdsvej, Aarhus C",Lejlighed / 2 vær. / 65 m2
1684829104-259,https://boligzonen.dk/lejebolig/aarhus,9.700,"Skådehøjen, Højbjerg",Hus / 3 vær. / 102 m2
1684829104-260,https://boligzonen.dk/lejebolig/aarhus,8.600,"Otto Brandenburgs Gade, Aarhus C",Lejlighed / 2 vær. / 62 m2
1684829104-261,https://boligzonen.dk/lejebolig/aarhus,8.900,"Hammershusvej, Aarhus V",Lejlighed / 3 vær. / 97 m2
1684829104-262,https://boligzonen.dk/lejebolig/aarhus,7.300,"Arresøvej, Risskov",Lejlighed / 2 vær. / 54 m2
1684829104-263,https://boligzonen.dk/lejebolig/aarhus,6.600,"Kirkegårdsvej, Aarhus C",Lejlighed / 1 vær. / 44 m2
1684829104-264,https://boligzonen.dk/lejebolig/aarhus,8.795,"Engelundsvej, Viby J",Hus / 3 vær. / 57 m2
1684829104-265,https://boligzonen.dk/lejebolig/aarhus,4.995,"Engtoften, Viby J",Lejlighed / 1 vær. / 40 m2
1684829104-266,https://boligzonen.dk/lejebolig/aarhus,7.300,"Engkrogen, Viby J",Lejlighed / 3 vær. / 53 m2
1684829104-267,https://boligzonen.dk/lejebolig/aarhus,7.800,"Bestlasgade, Åbyhøj",Lejlighed / 1 vær. / 63 m2
1684829104-268,https://boligzonen.dk/lejebolig/aarhus,15.000,"Borggade, Aarhus C",Lejlighed / 4 vær. / 116 m2
1684829104-269,https://boligzonen.dk/lejebolig/aarhus,5.200,"Kongevellen, Risskov",Lejlighed / 1 vær. / 34 m2
1684829104-270,https://boligzonen.dk/lejebolig/aarhus,10.088,"Dirch Passers Gade, Aarhus C",Lejlighed / 3 vær. / 73 m2
1684829108-271,https://boligzonen.dk/lejebolig/aarhus,7.995,"Olof Palmes Allé, Aarhus N",Lejlighed / 2 vær. / 60 m2
1684829108-272,https://boligzonen.dk/lejebolig/aarhus,7.095,"Arresøvej, Risskov",Lejlighed / 2 vær. / 55 m2
1684829108-273,https://boligzonen.dk/lejebolig/aarhus,12.995,"Rudolph Wulffs Gade, Aarhus C",Lejlighed / 4 vær. / 101 m2
1684829108-274,https://boligzonen.dk/lejebolig/aarhus,7.887,"Tulipanhaven, Aarhus N",Lejlighed / 3 vær. / 64 m2
1684829108-275,https://boligzonen.dk/lejebolig/aarhus,11.232,"Rødbedevej, Aarhus N",Hus / 3 vær. / 102 m2
1684829108-276,https://boligzonen.dk/lejebolig/aarhus,14.995,"Emiliedalsvej, Højbjerg",Hus / 4 vær. / 122 m2
1684829108-277,https://boligzonen.dk/lejebolig/aarhus,9.903,"Olof Palmes Allé, Aarhus N",Lejlighed / 3 vær. / 84 m2
1684829108-278,https://boligzonen.dk/lejebolig/aarhus,6.820,"Onsholtvej, Viby J",Lejlighed / 2 vær. / 59 m2
1684829108-279,https://boligzonen.dk/lejebolig/aarhus,7.500,"Damagervej, Viby J",Lejlighed / 2 vær. / 49 m2
1684829108-280,https://boligzonen.dk/lejebolig/aarhus,10.800,"Emiliedalsvej, Højbjerg",Lejlighed / 3 vær. / 100 m2
1684829108-281,https://boligzonen.dk/lejebolig/aarhus,7.154,"LisbjergBakke, Aarhus N",Lejlighed / 2 vær. / 80 m2
1684829108-282,https://boligzonen.dk/lejebolig/aarhus,8.700,"Lokesvej, Åbyhøj",Lejlighed / 2 vær. / 61 m2
1684829108-283,https://boligzonen.dk/lejebolig/aarhus,9.500,"Gøteborg Allé, Aarhus N",Lejlighed / 3 vær. / 79 m2
1684829108-284,https://boligzonen.dk/lejebolig/aarhus,10.695,"Brassøvej, Risskov",Lejlighed / 4 vær. / 98 m2
1684829108-285,https://boligzonen.dk/lejebolig/aarhus,6.500,"Markvangen, Viby J",Lejlighed / 2 vær. / 45 m2
1684829112-286,https://boligzonen.dk/lejebolig/aarhus,6.900,"Trøjborgvej, Aarhus N",Lejlighed / 1 vær. / 35 m2
1684829112-287,https://boligzonen.dk/lejebolig/aarhus,5.194,"Engtoften, Viby J",Lejlighed / 1 vær. / 45 m2
1684829112-288,https://boligzonen.dk/lejebolig/aarhus,8.300,"Arresøvej, Risskov",Lejlighed / 3 vær. / 65 m2
1684829112-289,https://boligzonen.dk/lejebolig/aarhus,10.795,"Brassøvej, Risskov",Lejlighed / 4 vær. / 99 m2
1684829112-290,https://boligzonen.dk/lejebolig/aarhus,9.710,"Sifsgade, Åbyhøj",Lejlighed / 3 vær. / 68 m2
1684829112-291,https://boligzonen.dk/lejebolig/aarhus,12.792,"Bestlasgade, Åbyhøj",Lejlighed / 4 vær. / 101 m2
1684829112-292,https://boligzonen.dk/lejebolig/aarhus,7.643,"Eya Jensens Gade, Risskov",Lejlighed / 3 vær. / 61 m2
1684829112-293,https://boligzonen.dk/lejebolig/aarhus,7.250,"Engkrogen, Viby J",Lejlighed / 2 vær. / 48 m2
1684829112-294,https://boligzonen.dk/lejebolig/aarhus,9.395,"Møllehatten, Risskov",Lejlighed / 3 vær. / 71 m2
1684829112-295,https://boligzonen.dk/lejebolig/aarhus,7.955,"Onsholtvej, Viby J",Lejlighed / 3 vær. / 76 m2
1684829112-296,https://boligzonen.dk/lejebolig/aarhus,8.750,"Engelundsvej, Viby J",Lejlighed / 3 vær. / 57 m2
1684829112-297,https://boligzonen.dk/lejebolig/aarhus,11.500,"Marselis Boulevard, Aarhus C",Lejlighed / 4 vær. / 111 m2
1684829112-298,https://boligzonen.dk/lejebolig/aarhus,15.600,"Guldsmedgade, Aarhus C",Lejlighed / 3 vær. / 129 m2
1684829112-299,https://boligzonen.dk/lejebolig/aarhus,4.995,"Engtoften, Viby J",Lejlighed / 1 vær. / 38 m2
1684829112-300,https://boligzonen.dk/lejebolig/aarhus,9.795,"Tove Ditlevsens Gade, Risskov",Lejlighed / 4 vær. / 93 m2
1684829116-301,https://boligzonen.dk/lejebolig/aarhus,6.820,"Onsholtvej, Viby J",Lejlighed / 2 vær. / 62 m2
1684829116-302,https://boligzonen.dk/lejebolig/aarhus,8.450,"Jyllands Allé, Aarhus C",Lejlighed / 2 vær. / 76 m2
1684829116-303,https://boligzonen.dk/lejebolig/aarhus,7.250,"Vintervej, Aarhus V",Lejlighed / 3 vær. / 52 m2
1684829116-304,https://boligzonen.dk/lejebolig/aarhus,8.995,"Trøjborgvej, Aarhus N",Lejlighed / 3 vær. / 70 m2
1684829116-305,https://boligzonen.dk/lejebolig/aarhus,8.595,"Brendstrupgårdsvej, Aarhus N",Lejlighed / 2 vær. / 69 m2
1684829116-306,https://boligzonen.dk/lejebolig/aarhus,14.695,"Kræsten Iversens Vej, Højbjerg",Hus / 4 vær. / 132 m2
1684829116-307,https://boligzonen.dk/lejebolig/aarhus,6.820,"Onsholtvej, Viby J",Lejlighed / 2 vær. / 62 m2
1684829116-308,https://boligzonen.dk/lejebolig/aarhus,10.530,"Grøfthøjparken, Viby J",Lejlighed / 3 vær. / 108 m2
1684829116-309,https://boligzonen.dk/lejebolig/aarhus,8.225,"Brassøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829116-310,https://boligzonen.dk/lejebolig/aarhus,9.800,"Kværnloftet, Risskov",Lejlighed / 3 vær. / 82 m2
1684829116-311,https://boligzonen.dk/lejebolig/aarhus,7.375,"Tulipanlunden, Aarhus N",Lejlighed / 2 vær. / 52 m2
1684829116-312,https://boligzonen.dk/lejebolig/aarhus,7.000,"Trøjborgvej, Aarhus N",Lejlighed / 1 vær. / 36 m2
1684829116-313,https://boligzonen.dk/lejebolig/aarhus,12.019,"Engtoften, Viby J",Lejlighed / 4 vær. / 107 m2
1684829116-314,https://boligzonen.dk/lejebolig/aarhus,9.395,"Østergade, Aarhus C",Lejlighed / 2 vær. / 56 m2
1684829116-315,https://boligzonen.dk/lejebolig/aarhus,7.995,"Møllehatten, Risskov",Lejlighed / 2 vær. / 64 m2
1684829120-316,https://boligzonen.dk/lejebolig/aarhus,10.250,"Grete Løchtes Gade, Aarhus C",Lejlighed / 3 vær. / 66 m2
1684829120-317,https://boligzonen.dk/lejebolig/aarhus,10.300,"Vester Allé, Aarhus C",Lejlighed / 3 vær. / 74 m2
1684829120-318,https://boligzonen.dk/lejebolig/aarhus,6.995,"Damagervej, Viby J",Lejlighed / 2 vær. / 55 m2
1684829120-319,https://boligzonen.dk/lejebolig/aarhus,9.692,"Sønder Allé, Aarhus C",Lejlighed / 3 vær. / 79 m2
1684829120-320,https://boligzonen.dk/lejebolig/aarhus,10.380,"Rosenkrantzgade, Aarhus C",Lejlighed / 3 vær. / 83 m2
1684829120-321,https://boligzonen.dk/lejebolig/aarhus,10.695,"Bøgeskovparken, Viby J",Hus / 4 vær. / 100 m2
1684829120-322,https://boligzonen.dk/lejebolig/aarhus,5.700,"Engtoften, Viby J",Lejlighed / 1 vær. / 40 m2
1684829120-323,https://boligzonen.dk/lejebolig/aarhus,9.900,"Finsensgade, Aarhus N",Lejlighed / 3 vær. / 81 m2
1684829120-324,https://boligzonen.dk/lejebolig/aarhus,7.495,"Tulipanhaven, Aarhus N",Lejlighed / 3 vær. / 56 m2
1684829120-325,https://boligzonen.dk/lejebolig/aarhus,10.750,"Skanderborgvej, Viby J",Lejlighed / 4 vær. / 107 m2
1684829120-326,https://boligzonen.dk/lejebolig/aarhus,7.600,"Vesterport, Aarhus C",Lejlighed / 1 vær. / 53 m2
1684829120-327,https://boligzonen.dk/lejebolig/aarhus,9.095,"Olof Palmes Allé, Aarhus N",Lejlighed / 3 vær. / 69 m2
1684829120-328,https://boligzonen.dk/lejebolig/aarhus,7.500,"Damagervej, Viby J",Lejlighed / 2 vær. / 49 m2
1684829120-329,https://boligzonen.dk/lejebolig/aarhus,6.900,"Trøjborgvej, Aarhus N",Lejlighed / 1 vær. / 35 m2
1684829120-330,https://boligzonen.dk/lejebolig/aarhus,7.195,"Tulipanhaven, Aarhus N",Lejlighed / 3 vær. / 50 m2
1684829124-331,https://boligzonen.dk/lejebolig/aarhus,8.145,"Tulipanlunden, Aarhus N",Lejlighed / 3 vær. / 63 m2
1684829124-332,https://boligzonen.dk/lejebolig/aarhus,10.899,"Olof Palmes Allé, Aarhus N",Lejlighed / 3 vær. / 89 m2
1684829124-333,https://boligzonen.dk/lejebolig/aarhus,13.500,"Sonnesgade, Aarhus C",Lejlighed / 4 vær. / 86 m2
1684829124-334,https://boligzonen.dk/lejebolig/aarhus,8.155,"Drosbjerg, Viby J",Lejlighed / 3 vær. / 68 m2
1684829124-335,https://boligzonen.dk/lejebolig/aarhus,7.595,"Kalmargade, Aarhus N",Lejlighed / 2 vær. / 61 m2
1684829124-336,https://boligzonen.dk/lejebolig/aarhus,4.995,"Olof Palmes Allé , Aarhus N",Lejlighed / 1 vær. / 32 m2
1684829124-337,https://boligzonen.dk/lejebolig/aarhus,9.500,"Gøteborg Allé, Aarhus N",Lejlighed / 3 vær. / 76 m2
1684829124-338,https://boligzonen.dk/lejebolig/aarhus,7.400,"Gøteborg Allé, Aarhus N",Lejlighed / 2 vær. / 51 m2
1684829124-339,https://boligzonen.dk/lejebolig/aarhus,6.200,"Søren Frichs Vej, Åbyhøj",Lejlighed / 1 vær. / 37 m2
1684829124-340,https://boligzonen.dk/lejebolig/aarhus,13.395,"Ole Rømers Gade, Aarhus C",Lejlighed / 4 vær. / 119 m2
1684829124-341,https://boligzonen.dk/lejebolig/aarhus,8.800,"Randersvej, Aarhus N",Lejlighed / 2 vær. / 70 m2
1684829124-342,https://boligzonen.dk/lejebolig/aarhus,14.900,"Østergade, Aarhus C",Lejlighed / 4 vær. / 106 m2
1684829124-343,https://boligzonen.dk/lejebolig/aarhus,12.900,"Ryhavevej, Aarhus V",Lejlighed / 4 vær. / 118 m2
1684829124-344,https://boligzonen.dk/lejebolig/aarhus,8.185,"Brassøvej, Risskov",Lejlighed / 3 vær. / 67 m2
1684829124-345,https://boligzonen.dk/lejebolig/aarhus,9.300,"Fiskergade, Aarhus C",Lejlighed / 2 vær. / 70 m2
1684829128-346,https://boligzonen.dk/lejebolig/aarhus,5.995,"Vintervej, Aarhus V",Lejlighed / 1 vær. / 41 m2
1684829128-347,https://boligzonen.dk/lejebolig/aarhus,8.295,"Søren Frichs Vej, Åbyhøj",Lejlighed / 2 vær. / 58 m2
1684829128-348,https://boligzonen.dk/lejebolig/aarhus,10.490,"Broloftet, Risskov",Lejlighed / 3 vær. / 92 m2
1684829128-349,https://boligzonen.dk/lejebolig/aarhus,9.500,"Vesterport, Aarhus C",Lejlighed / 2 vær. / 82 m2
1684829128-350,https://boligzonen.dk/lejebolig/aarhus,5.100,"Christian X's Vej, Viby J",Lejlighed / 1 vær. / 30 m2
1684829128-351,https://boligzonen.dk/lejebolig/aarhus,6.500,"Trøjborgvej, Aarhus N",Lejlighed / 1 vær. / 36 m2
1684829128-352,https://boligzonen.dk/lejebolig/aarhus,7.100,"Trøjborgvej, Aarhus N",Lejlighed / 1 vær. / 35 m2
1684829128-353,https://boligzonen.dk/lejebolig/aarhus,11.800,"Thit Jensens Gade, Aarhus C",Lejlighed / 3 vær. / 100 m2
1684829128-354,https://boligzonen.dk/lejebolig/aarhus,11.250,"Langelandsgade, Aarhus N",Lejlighed / 4 vær. / 87 m2
1684829128-355,https://boligzonen.dk/lejebolig/aarhus,11.950,"Fiskergade, Aarhus C",Lejlighed / 3 vær. / 86 m2
1684829128-356,https://boligzonen.dk/lejebolig/aarhus,7.250,"Tulipanhaven, Aarhus N",Lejlighed / 2 vær. / 54 m2
1684829128-357,https://boligzonen.dk/lejebolig/aarhus,11.450,"Søren Frichs Vej, Åbyhøj",Lejlighed / 4 vær. / 105 m2
1684829128-358,https://boligzonen.dk/lejebolig/aarhus,8.990,"Vestergade, Aarhus C",Lejlighed / 2 vær. / 56 m2
1684829128-359,https://boligzonen.dk/lejebolig/aarhus,5.194,"Engtoften, Viby J",Lejlighed / 1 vær. / 44 m2
1684829128-360,https://boligzonen.dk/lejebolig/aarhus,16.900,"Peter Sabroes Gade, Aarhus C",Lejlighed / 5 vær. / 110 m2
1684829132-361,https://boligzonen.dk/lejebolig/aarhus,8.950,"Engtoften, Viby J",Lejlighed / 3 vær. / 76 m2
1684829132-362,https://boligzonen.dk/lejebolig/aarhus,8.500,"Helge Rodes Vej, Aarhus V",Lejlighed / 3 vær. / 73 m2
1684829132-363,https://boligzonen.dk/lejebolig/aarhus,7.900,"Vester Allé, Aarhus C",Lejlighed / 2 vær. / 66 m2
1684829132-364,https://boligzonen.dk/lejebolig/aarhus,10.995,"Sønderport, Aarhus C",Lejlighed / 3 vær. / 85 m2
1684829132-365,https://boligzonen.dk/lejebolig/aarhus,8.774,"Hjarnøgade, Aarhus C",Lejlighed / 2 vær. / 93 m2
1684829132-366,https://boligzonen.dk/lejebolig/aarhus,8.995,"Tulipanhaven, Aarhus N",Lejlighed / 3 vær. / 68 m2
1684829132-367,https://boligzonen.dk/lejebolig/aarhus,8.495,"Søren Frichs Vej, Aarhus C",Lejlighed / 2 vær. / 57 m2
1684829132-368,https://boligzonen.dk/lejebolig/aarhus,5.995,"Vintervej, Aarhus V",Lejlighed / 1 vær. / 41 m2
1684829132-369,https://boligzonen.dk/lejebolig/aarhus,9.195,"Borresøvej, Risskov",Lejlighed / 3 vær. / 94 m2
1684829132-370,https://boligzonen.dk/lejebolig/aarhus,7.785,"Tulipanhaven, Aarhus N",Lejlighed / 3 vær. / 62 m2
1684829132-371,https://boligzonen.dk/lejebolig/aarhus,8.125,"Vintervej, Aarhus V",Lejlighed / 3 vær. / 64 m2
1684829132-372,https://boligzonen.dk/lejebolig/aarhus,10.539,"Jess Ingerslevs Gade, Aarhus N",Lejlighed / 3 vær. / 114 m2
1684829132-373,https://boligzonen.dk/lejebolig/aarhus,9.995,"Holme Møllevej, Viby J",Lejlighed / 3 vær. / 87 m2
1684829132-374,https://boligzonen.dk/lejebolig/aarhus,5.845,"Tulipanhaven, Aarhus N",Lejlighed / 2 vær. / 35 m2
1684829132-375,https://boligzonen.dk/lejebolig/aarhus,6.995,"Vester Allé, Aarhus C",Lejlighed / 2 vær. / 49 m2
1684829136-376,https://boligzonen.dk/lejebolig/aarhus,5.100,"Christian X's Vej, Viby J",Lejlighed / 1 vær. / 30 m2
1684829136-377,https://boligzonen.dk/lejebolig/aarhus,13.150,"Fiskergade, Aarhus C",Lejlighed / 4 vær. / 102 m2
1684829136-378,https://boligzonen.dk/lejebolig/aarhus,12.419,"Kildegården , Aarhus C",Lejlighed / 5 vær. / 145 m2
1684829136-379,https://boligzonen.dk/lejebolig/aarhus,7.400,"Jens Baggesens Vej, Aarhus N",Lejlighed / 2 vær. / 48 m2
1684829136-380,https://boligzonen.dk/lejebolig/aarhus,8.600,"Arresøvej, Risskov",Lejlighed / 3 vær. / 78 m2
1684829136-381,https://boligzonen.dk/lejebolig/aarhus,8.795,"Engelundsvej, Viby J",Hus / 3 vær. / 57 m2
1684829136-382,https://boligzonen.dk/lejebolig/aarhus,9.495,"Niels Juels Gade, Aarhus N",Lejlighed / 2 vær. / 70 m2
1684829136-383,https://boligzonen.dk/lejebolig/aarhus,4.800,"Jelshøjvej, Højbjerg",Lejlighed / 1 vær. / 40 m2
1684829136-384,https://boligzonen.dk/lejebolig/aarhus,6.500,"Ringen, Aarhus N",Lejlighed / 1 vær. / 57 m2
1684829136-385,https://boligzonen.dk/lejebolig/aarhus,8.800,"Broloftet, Risskov",Lejlighed / 2 vær. / 73 m2
1684829136-386,https://boligzonen.dk/lejebolig/aarhus,7.000,"Engtoften, Viby J",Lejlighed / 2 vær. / 47 m2
1684829136-387,https://boligzonen.dk/lejebolig/aarhus,8.500,"Søren Frichs Vej, Åbyhøj",Lejlighed / 2 vær. / 54 m2
1684829136-388,https://boligzonen.dk/lejebolig/aarhus,7.500,"Christiansgade, Aarhus C",Lejlighed / 1 vær. / 59 m2
1684829136-389,https://boligzonen.dk/lejebolig/aarhus,6.975,"Arresøvej, Risskov",Lejlighed / 2 vær. / 52 m2
1684829136-390,https://boligzonen.dk/lejebolig/aarhus,8.795,"Paludan Müllers Vej, Aarhus V",Lejlighed / 3 vær. / 81 m2
1684829140-391,https://boligzonen.dk/lejebolig/aarhus,7.920,"Jens Baggesens Vej, Aarhus N",Lejlighed / 2 vær. / 57 m2
1684829140-392,https://boligzonen.dk/lejebolig/aarhus,9.995,"Eya Jensens Gade, Risskov",Lejlighed / 4 vær. / 85 m2
1684829140-393,https://boligzonen.dk/lejebolig/aarhus,5.200,"Kongevellen, Risskov",Lejlighed / 1 vær. / 34 m2
1684829140-394,https://boligzonen.dk/lejebolig/aarhus,7.195,"Tulipanlunden, Aarhus N",Lejlighed / 3 vær. / 48 m2
1684829140-395,https://boligzonen.dk/lejebolig/aarhus,14.495,"Jægergårdsgade, Aarhus C",Lejlighed / 4 vær. / 106 m2
1684829140-396,https://boligzonen.dk/lejebolig/aarhus,9.900,"Kongevellen, Risskov",Lejlighed / 3 vær. / 68 m2
1684829140-397,https://boligzonen.dk/lejebolig/aarhus,14.950,"Olof Palmes Allé, Aarhus N",Lejlighed / 5 vær. / 123 m2
1684829140-398,https://boligzonen.dk/lejebolig/aarhus,12.750,"Forteledet, Risskov",Lejlighed / 4 vær. / 103 m2
1684829140-399,https://boligzonen.dk/lejebolig/aarhus,8.795,"Engelundsvej, Viby J",Lejlighed / 3 vær. / 57 m2
1684829140-400,https://boligzonen.dk/lejebolig/aarhus,5.950,"Søren Frichs Vej, Åbyhøj",Lejlighed / 1 vær. / 34 m2
1684829140-401,https://boligzonen.dk/lejebolig/aarhus,12.600,"Kværnloftet, Risskov",Lejlighed / 4 vær. / 114 m2
