website,year,rental_type,rent_without_expenses,square_meters,zip_code,street,area,rooms
boligportal.dk,2015,room,2000,6,8000,Skt. Marcus Kirkeplads,Aarhus C,1
boligportal.dk,2015,apartment,5680,57,8220,Hoffmannsvej,Brabrand,2
boligportal.dk,2015,apartment,3990,32,8220,Hoffmannsvej,Brabrand,1
boligportal.dk,2015,apartment,7000,96,8000,Høegh-Guldbergs Gade,Aarhus C,3
boligportal.dk,2015,apartment,10470,93,8000,Vesterbrogade,Aarhus C,3
boligportal.dk,2015,room,3800,20,8270,Elverdalsvej,Højbjerg,1
boligportal.dk,2015,room,2700,13,8210,Snogebæksvej,Aarhus V,1
boligportal.dk,2015,apartment,10500,100,8000,Fredensgade,Aarhus C,3
boligportal.dk,2015,apartment,7051,58,8210,Ladefogedvej,Aarhus V,2
boligportal.dk,2015,apartment,8650,80,8000,Tøndergade,Aarhus C,3
boligportal.dk,2015,room,4337,17,8000,Åboulevarden,Aarhus C,1
boligportal.dk,2015,apartment,7500,79,8000,Åparken,Aarhus C,3
boligportal.dk,2015,apartment,14900,120,8000,Ny Banegårdsgade,Aarhus C,3
boligportal.dk,2015,room,3400,14,8200,Præstager,Aarhus N,1
boligportal.dk,2015,room,3500,8,8000,Skt. Olufs Gade,Aarhus C,1
boligportal.dk,2015,apartment,7000,59,8000,Falstersgade,Aarhus C,2
boligportal.dk,2015,apartment,5650,48,8520,Kastanjehaven,Lystrup,2
boligportal.dk,2015,apartment,9500,99,8000,Guldmedsgade,Aarhus C,3
boligportal.dk,2015,apartment,7901,58,8260,Engelundsvej,Viby J,3
boligportal.dk,2015,apartment,5200,46,8200,Niels Juels Gade ,Aarhus N,2
boligportal.dk,2015,apartment,6200,77,8200,Hvidkløvervej,Aarhus N,3
boligportal.dk,2015,apartment,8270,109,8210,Paludan-Müllers Vej,Aarhus V,4
boligportal.dk,2015,room,3500,16,8000,Thunøgade,Aarhus C,1
boligportal.dk,2015,room,4008,12,8000,Lundingsgade,Aarhus C,1
boligportal.dk,2015,room,3500,12,8000,Skt.Nicolaus Gade,Aarhus C,1
boligportal.dk,2015,room,2500,14,8230,Anker Jensens Vej,Åbyhøj,1
boligportal.dk,2015,apartment,12000,123,8200,Dronning Margrethes Vej,Aarhus N,4
boligportal.dk,2015,apartment,8400,60,8200,Oluf Palmes Allé,Aarhus N,3
boligportal.dk,2015,apartment,9978,100,8000,Nørregade,Aarhus C,3
boligportal.dk,2015,apartment,9293,80,8000,Peder Skrams Gade,Aarhus C,3
boligportal.dk,2015,apartment,9236,80,8000,Marstrandsgade,Aarhus C,3
boligportal.dk,2015,apartment,6970,60,8260,Fredensvej,Viby J,2
boligportal.dk,2015,room,4300,16,8000,Harald Jensens Plads,Aarhus C,2
boligportal.dk,2015,apartment,8400,65,8200,Niels Juels Gade ,Aarhus N,2
boligportal.dk,2015,apartment,8800,89,8220,Hoffmannsvej,Brabrand,3
boligportal.dk,2015,apartment,10920,106,8000,Stadion Allé,Aarhus C,4
boligportal.dk,2015,apartment,9450,86,8000,Stadion Allé,Aarhus C,3
boligportal.dk,2015,apartment,9480,84,8000,Langenæs Allé,Aarhus C,3
boligportal.dk,2015,apartment,7985,66,8000,Langenæs Allé,Aarhus C,2
boligportal.dk,2015,apartment,7880,67,8000,Stadion Allé,Aarhus C,2
boligportal.dk,2015,apartment,4200,32,8000,P.P Ørums Gade,Aarhus C,1
boligportal.dk,2015,room,4000,20,8200,Brendstrupvej,Aarhus N,1
boligportal.dk,2015,apartment,9450,69,8000,Åhusene,Aarhus C,3
boligportal.dk,2015,apartment,11950,99,8000,Langelinieparken,Aarhus C,3
boligportal.dk,2015,apartment,7395,61,8000,Silkeborgvej,Aarhus C,2
boligportal.dk,2015,apartment,7800,90,8230,Erik Bøghs Vej,Åbyhøj,2
boligportal.dk,2015,apartment,4300,40,8230,Haslevej,Åbyhøj,1
boligportal.dk,2015,room,2100,15,8210,Snogebæksvej,Aarhus V,1
boligportal.dk,2015,apartment,7100,62,8200,Ivar Huitfeldts Gade,Aarhus N,2
boligportal.dk,2015,apartment,10500,94,8000,J.M Mørks Gade,Aarhus C,3
boligportal.dk,2015,apartment,6100,48,8260,Engtoften,Viby J,2
boligportal.dk,2015,apartment,4165,30,8200,Finsensgade,Aarhus N,2
boligportal.dk,2015,apartment,6150,65,8000,Chr. Wærums Gade,Aarhus C,2
boligportal.dk,2015,apartment,8034,65,8000,Finderupvej,Aarhus C,2
boligportal.dk,2015,apartment,7000,70,8000,Samsøgade,Aarhus C,3
boligportal.dk,2015,apartment,9225,72,8000,Kirkegårdsvej,Aarhus C,3
boligportal.dk,2016,room,4000,13,8260,Hømosevej,Viby J,1
boligportal.dk,2016,apartment,6400,44,8000,Odensegade,Aarhus C,3
boligportal.dk,2016,apartment,8989,83,8230,Tousvej,Åbyhøj,3
boligportal.dk,2016,room,3800,15,8000,Stadion Allé,Aarhus C,1
boligportal.dk,2016,room,2100,8,8000,Klostergade,Aarhus C,1
boligportal.dk,2016,room,4000,15,8200,Jens Baggesens Vej,Aarhus N,1
boligportal.dk,2016,apartment,8664,87,8000,Nørre Allé,Aarhus C,3
boligportal.dk,2016,apartment,9960,96,8270,Rundhøj Alle,Højbjerg,4
boligportal.dk,2016,apartment,13500,97,8000,Dagmar Petersens Gade,Aarhus C,4
boligportal.dk,2016,apartment,13500,145,8000,Hendrik Pontoppidans Gade,Aarhus C,4
boligportal.dk,2016,room,3600,20,8000,Nørregade,Aarhus C,1
boligportal.dk,2016,room,4500,17,8000,Volden,Aarhus C,1
boligportal.dk,2016,room,3300,15,8240,Vestre Skovvej,Risskov,1
boligportal.dk,2016,apartment,5200,45,8200,Eduoard Suensons Gade,Aarhus N,1
boligportal.dk,2016,room,5000,18,8000,Banegårdsgade,Aarhus C,1
boligportal.dk,2016,room,3500,20,8200,Kalmargade,Aarhus N,1
boligportal.dk,2016,apartment,7875,94,8220,Hovedgaden,Brabrand,3
boligportal.dk,2016,apartment,4500,49,8210,Torpevænget,Aarhus V,2
boligportal.dk,2016,apartment,9950,89,8000,P.P Ørums Gade,Aarhus C,3
boligportal.dk,2016,room,2900,12,8200,Elmehøjen,Aarhus N,1
boligportal.dk,2016,apartment,8210,54,8200,Brendstrupvej,Aarhus N,2
boligportal.dk,2016,apartment,9100,80,8000,Nordborggade,Aarhus C,3
boligportal.dk,2016,apartment,11900,96,8000,Heibergsgade,Aarhus C,3
boligportal.dk,2016,room,4400,24,8000,Abasalonsgade,Aarhus C,1
boligportal.dk,2016,apartment,9900,68,8200,Niels Juels Gade ,Aarhus N,2
boligportal.dk,2016,apartment,7900,56,8200,Trøjborgvej,Aarhus N,1
boligportal.dk,2016,apartment,13500,118,8200,Niels Juels Gade ,Aarhus N,4
boligportal.dk,2016,apartment,9800,84,8000,Strandvejen,Aarhus C,3
boligportal.dk,2016,apartment,9800,84,8230,Haslevej,Åbyhøj,3
boligportal.dk,2016,apartment,12000,118,8000,Ryesgade,Aarhus C,3
boligportal.dk,2016,room,4190,18,8000,Nørre Allé,Aarhus C,1
boligportal.dk,2016,apartment,6125,70,8000,Falstersgade,Aarhus C,3
boligportal.dk,2016,room,2600,13,8230,Carit Etlars Vej,Åbyhøj,1
boligportal.dk,2016,apartment,11236,82,8000,Frederiksgade,Aarhus C,3
boligportal.dk,2016,apartment,9583,97,8000,Fredenstorv,Aarhus C,3
boligportal.dk,2016,apartment,4500,55,8381,Gedingsvej,Tilst,2
boligportal.dk,2016,room,3500,25,8320,Ydunsvej,Mårslet,1
boligportal.dk,2016,apartment,8000,118,8270,Rosenvangs Alle,Højbjerg,3
boligportal.dk,2016,apartment,12500,114,8000,Passagen,Aarhus C,3
boligportal.dk,2016,apartment,18800,118,8000,Mariane Thomsens Gade,Aarhus C,3
boligportal.dk,2016,room,4000,13,8260,Hømosevej,Viby J,1
boligportal.dk,2016,apartment,6400,44,8000,Odensegade,Aarhus C,2
boligportal.dk,2016,room,2895,15,8200,Ivar Huitfeldts Gade,Aarhus N,1
boligportal.dk,2016,room,4000,16,8000,Silkeborgvej,Aarhus C,1
boligportal.dk,2016,room,4200,21,8000,Helgenæsgade,Aarhus C,1
boligportal.dk,2016,room,3500,14,8200,Niels Juels Gade ,Aarhus N,1
