web-scraper-order,price,address,type_rooms_kvm
1684829355-1172,6.350,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 37 m2
1684829355-1173,6.150,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 35 m2
1684829355-1174,6.650,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 40 m2
1684829355-1175,6.900,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 51 m2
1684829355-1176,5.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 36 m2
1684829355-1177,6.650,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 50 m2
1684829355-1178,6.650,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 36 m2
1684829355-1179,5.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 35 m2
1684829355-1180,4.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 30 m2
1684829355-1181,6.350,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 41 m2
1684829355-1182,5.750,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 41 m2
1684829355-1183,6.150,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 40 m2
1684829355-1184,5.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 38 m2
1684829358-1185,5.750,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 38 m2
1684829358-1186,6.650,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 39 m2
1684829358-1187,5.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 38 m2
1684829358-1188,14.900,"Vestre Strandallé, Risskov",Lejlighed / 3 vær. / 128 m2
1684829358-1189,7.400,"Arresøvej, Risskov",Lejlighed / 2 vær. / 50 m2
1684829358-1190,6.350,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 38 m2
1684829358-1191,5.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 41 m2
1684829358-1192,6.650,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 51 m2
1684829358-1193,10.995,"Broloftet, Risskov",Lejlighed / 4 vær. / 97 m2
1684829358-1194,10.300,"Kongevellen, Risskov",Lejlighed / 3 vær. / 75 m2
1684829358-1195,7.300,"Kongevellen, Risskov",Lejlighed / 2 vær. / 51 m2
1684829358-1196,9.000,"Kongevellen, Risskov",Lejlighed / 3 vær. / 68 m2
1684829358-1197,9.400,"Kongevellen, Risskov",Lejlighed / 3 vær. / 68 m2
1684829358-1198,11.200,"Engtoften, Viby J",Lejlighed / 3 vær. / 100 m2
1684829362-1199,5.750,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 38 m2
1684829362-1200,5.650,"Arresøvej, Risskov",Lejlighed / 1 vær. / 39 m2
1684829362-1201,5.650,"Arresøvej, Risskov",Lejlighed / 1 vær. / 37 m2
1684829362-1202,7.400,"Kongevellen, Risskov",Lejlighed / 2 vær. / 50 m2
1684829362-1203,8.500,"Kongevellen, Risskov",Lejlighed / 3 vær. / 64 m2
1684829362-1204,6.700,"Kongevellen, Risskov",Lejlighed / 2 vær. / 43 m2
1684829362-1205,7.300,"Kongevellen, Risskov",Lejlighed / 2 vær. / 49 m2
1684829362-1206,7.400,"Kongevellen, Risskov",Lejlighed / 2 vær. / 52 m2
1684829362-1207,7.995,"Møllehatten, Risskov",Lejlighed / 2 vær. / 65 m2
1684829362-1208,9.395,"Borresøvej, Risskov",Lejlighed / 3 vær. / 88 m2
1684829362-1209,10.895,"Broloftet, Risskov",Lejlighed / 4 vær. / 98 m2
1684829362-1210,11.299,"Engtoften, Viby J",Lejlighed / 3 vær. / 108 m2
1684829362-1211,7.400,"Kongevellen, Risskov",Lejlighed / 2 vær. / 51 m2
1684829362-1212,8.700,"Kongevellen, Risskov",Lejlighed / 3 vær. / 64 m2
1684829362-1213,8.250,"Lokesvej, Åbyhøj",Lejlighed / 1 vær. / 56 m2
1684829366-1214,8.300,"Arresøvej, Risskov",Lejlighed / 3 vær. / 65 m2
1684829366-1215,5.950,"Søren Frichs Vej, Åbyhøj",Lejlighed / 1 vær. / 34 m2
1684829366-1216,8.395,"Møllehatten, Risskov",Lejlighed / 2 vær. / 65 m2
1684829366-1217,7.195,"Tulipanhaven, Aarhus N",Lejlighed / 3 vær. / 48 m2
1684829366-1218,5.700,"Arresøvej, Risskov",Lejlighed / 1 vær. / 37 m2
1684829366-1219,5.800,"Arresøvej, Risskov",Lejlighed / 1 vær. / 39 m2
1684829366-1220,5.650,"Arresøvej, Risskov",Lejlighed / 1 vær. / 39 m2
1684829366-1221,7.795,"Engsøvej, Risskov",Lejlighed / 2 vær. / 71 m2
1684829366-1222,6.995,"Engsøvej, Risskov",Lejlighed / 2 vær. / 58 m2
1684829366-1223,7.300,"Arresøvej, Risskov",Lejlighed / 2 vær. / 56 m2
1684829366-1224,7.100,"Arresøvej, Risskov",Lejlighed / 2 vær. / 49 m2
1684829366-1225,11.964,"Katrinebjergvej, Aarhus N",Lejlighed / 3 vær. / 77 m2
1684829366-1226,12.500,"Kværnloftet, Risskov",Lejlighed / 3 vær. / 116 m2
1684829366-1227,5.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 35 m2
1684829366-1228,5.750,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 35 m2
1684829370-1229,9.100,"Kongevellen, Risskov",Lejlighed / 3 vær. / 68 m2
1684829370-1230,5.600,"Kongevellen, Risskov",Lejlighed / 1 vær. / 34 m2
1684829370-1231,13.800,"Sonnesgade, Aarhus C",Lejlighed / 4 vær. / 86 m2
1684829370-1232,8.600,"Vikærsvej, Risskov",Lejlighed / 3 vær. / 61 m2
1684829370-1233,8.500,"Vikærsvej, Risskov",Lejlighed / 3 vær. / 66 m2
1684829370-1234,5.300,"Christian X's Vej, Viby J",Lejlighed / 1 vær. / 29 m2
1684829370-1235,5.950,"Søren Frichs Vej, Åbyhøj",Lejlighed / 1 vær. / 34 m2
1684829370-1236,8.300,"Arresøvej, Risskov",Lejlighed / 3 vær. / 65 m2
1684829370-1237,9.495,"Niels, Aarhus N",Lejlighed / 2 vær. / 65 m2
1684829370-1238,9.000,"Finderupvej, Aarhus C",Lejlighed / 2 vær. / 71 m2
1684829370-1239,9.975,"Arresøvej, Risskov",Lejlighed / 3 vær. / 75 m2
1684829370-1240,9.975,"Arresøvej, Risskov",Lejlighed / 3 vær. / 79 m2
1684829370-1241,7.100,"Arresøvej, Risskov",Lejlighed / 2 vær. / 52 m2
1684829370-1242,9.600,"Kongevellen, Risskov",Lejlighed / 2 vær. / 68 m2
1684829370-1243,10.200,"Kongevellen, Risskov",Lejlighed / 3 vær. / 75 m2
1684829375-1244,9.445,"Vistihøjen, Aarhus N",Lejlighed / 3 vær. / 92 m2
1684829375-1245,9.700,"Lokesvej, Åbyhøj",Lejlighed / 2 vær. / 67 m2
1684829375-1246,7.990,"Vikærsvej, Risskov",Lejlighed / 3 vær. / 65 m2
1684829375-1247,9.300,"Engtoften, Viby J",Lejlighed / 2 vær. / 76 m2
1684829375-1248,11.650,"Harald Selmers Vej, Risskov",Lejlighed / 3 vær. / 92 m2
1684829375-1249,8.900,"Arresøvej, Risskov",Lejlighed / 3 vær. / 72 m2
1684829375-1250,5.700,"Christian X's Vej, Viby J",Lejlighed / 1 vær. / 29 m2
1684829375-1251,9.395,"Borresøvej, Risskov",Lejlighed / 3 vær. / 88 m2
1684829375-1252,8.300,"Arresøvej, Risskov",Lejlighed / 3 vær. / 69 m2
1684829375-1253,8.300,"Arresøvej, Risskov",Lejlighed / 3 vær. / 65 m2
1684829375-1254,9.500,"Kirkegårdsvej, Aarhus C",Lejlighed / 2 vær. / 67 m2
1684829375-1255,7.100,"Arresøvej, Risskov",Lejlighed / 2 vær. / 53 m2
1684829375-1256,7.950,"Arresøvej, Risskov",Lejlighed / 3 vær. / 69 m2
1684829375-1257,7.100,"Arresøvej, Risskov",Lejlighed / 2 vær. / 49 m2
1684829375-1258,9.995,"Engsøvej, Risskov",Lejlighed / 4 vær. / 85 m2
1684829380-1259,8.700,"Kongevellen, Risskov",Lejlighed / 3 vær. / 64 m2
1684829380-1260,9.000,"Kongevellen, Risskov",Lejlighed / 3 vær. / 64 m2
1684829380-1261,7.700,"Kongevellen, Risskov",Lejlighed / 2 vær. / 50 m2
1684829380-1262,7.500,"Kongevellen, Risskov",Lejlighed / 2 vær. / 49 m2
1684829380-1263,7.200,"Kongevellen, Risskov",Lejlighed / 2 vær. / 52 m2
1684829380-1264,7.500,"Kongevellen, Risskov",Lejlighed / 2 vær. / 52 m2
1684829380-1265,9.000,"Kongevellen, Risskov",Lejlighed / 3 vær. / 68 m2
1684829380-1266,6.900,"Kongevellen, Risskov",Lejlighed / 2 vær. / 46 m2
1684829380-1267,8.195,"Møllehatten, Risskov",Lejlighed / 2 vær. / 65 m2
1684829380-1268,9.900,"Engtoften, Viby J",Lejlighed / 3 vær. / 83 m2
1684829380-1269,8.995,"Tulipanlunden, Aarhus N",Lejlighed / 3 vær. / 72 m2
1684829380-1270,4.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 33 m2
1684829380-1271,7.500,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829380-1272,18.300,"Kristine Nielsens Gade, Aarhus C",Lejlighed / 3 vær. / 98 m2
1684829380-1273,7.400,"Kongevellen, Risskov",Lejlighed / 2 vær. / 50 m2
1684829384-1274,7.300,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829384-1275,8.600,"Arresøvej, Risskov",Lejlighed / 3 vær. / 78 m2
1684829384-1276,5.800,"Kongevellen, Risskov",Lejlighed / 1 vær. / 34 m2
1684829384-1277,8.350,"Møllevangs Alle, Aarhus N",Lejlighed / 2 vær. / 60 m2
1684829384-1278,5.650,"Arresøvej, Risskov",Lejlighed / 1 vær. / 37 m2
1684829384-1279,7.500,"Brassøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829384-1280,5.750,"Arresøvej, Risskov",Lejlighed / 1 vær. / 37 m2
1684829384-1281,7.884,"Eya Jensens Gade, Risskov",Lejlighed / 2 vær. / 65 m2
1684829384-1282,7.995,"Møllehatten, Risskov",Lejlighed / 2 vær. / 64 m2
1684829384-1283,9.595,"Forteledet, Risskov",Lejlighed / 3 vær. / 77 m2
1684829384-1284,9.200,"Fiskergade, Aarhus C",Lejlighed / 2 vær. / 69 m2
1684829384-1285,7.285,"Brassøvej, Risskov",Lejlighed / 2 vær. / 52 m2
1684829384-1286,10.600,"Klokkerbakken, Aarhus V",Lejlighed / 2 vær. / 98 m2
1684829384-1287,7.895,"Brassøvej, Risskov",Lejlighed / 3 vær. / 63 m2
1684829384-1288,15.350,"Sonnesgade, Aarhus C",Lejlighed / 4 vær. / 106 m2
1684829388-1289,6.650,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 41 m2
1684829388-1290,5.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 35 m2
1684829388-1291,7.195,"Tulipanlunden, Aarhus N",Lejlighed / 3 vær. / 47 m2
1684829388-1292,9.250,"Harald Selmers Vej, Risskov",Lejlighed / 2 vær. / 81 m2
1684829388-1293,7.100,"Arresøvej, Risskov",Lejlighed / 2 vær. / 56 m2
1684829388-1294,9.400,"Trøjborgvej, Aarhus N",Lejlighed / 3 vær. / 66 m2
1684829388-1295,8.300,"Arresøvej, Risskov",Lejlighed / 3 vær. / 64 m2
1684829388-1296,8.300,"Arresøvej, Risskov",Lejlighed / 3 vær. / 64 m2
1684829388-1297,7.700,"Kongevellen, Risskov",Lejlighed / 2 vær. / 52 m2
1684829388-1298,7.400,"Kongevellen, Risskov",Lejlighed / 2 vær. / 50 m2
1684829388-1299,7.100,"Kongevellen, Risskov",Lejlighed / 2 vær. / 49 m2
1684829388-1300,8.200,"Møllevangs Allé, Aarhus N",Lejlighed / 2 vær. / 56 m2
1684829388-1301,5.700,"Christian X's Vej, Viby J",Lejlighed / 1 vær. / 27 m2
1684829388-1302,5.100,"Christian X's Vej, Viby J",Lejlighed / 1 vær. / 27 m2
1684829388-1303,7.400,"Arresøvej, Risskov",Lejlighed / 2 vær. / 50 m2
1684829393-1304,9.975,"Arresøvej, Risskov",Lejlighed / 3 vær. / 79 m2
1684829393-1305,9.400,"Arresøvej, Risskov",Lejlighed / 3 vær. / 78 m2
1684829393-1306,9.975,"Arresøvej, Risskov",Lejlighed / 3 vær. / 78 m2
1684829393-1307,9.400,"Arresøvej, Risskov",Lejlighed / 3 vær. / 76 m2
1684829393-1308,6.975,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829393-1309,4.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 31 m2
1684829393-1310,4.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 36 m2
1684829393-1311,6.700,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 39 m2
1684829393-1312,9.025,"Brassøvej, Risskov",Lejlighed / 3 vær. / 66 m2
1684829393-1313,7.200,"Kongevellen, Risskov",Lejlighed / 2 vær. / 50 m2
1684829393-1314,7.300,"Kongevellen, Risskov",Lejlighed / 2 vær. / 50 m2
1684829393-1315,7.095,"Arresøvej, Risskov",Lejlighed / 2 vær. / 52 m2
1684829393-1316,7.495,"Arresøvej, Risskov",Lejlighed / 2 vær. / 54 m2
1684829393-1317,7.495,"Borresøvej, Risskov",Lejlighed / 2 vær. / 58 m2
1684829396-1318,9.975,"Arresøvej, Risskov",Lejlighed / 3 vær. / 78 m2
1684829396-1319,9.975,"Arresøvej, Risskov",Lejlighed / 3 vær. / 75 m2
1684829396-1320,6.975,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829396-1321,9.975,"Arresøvej, Risskov",Lejlighed / 3 vær. / 76 m2
1684829396-1322,6.150,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 37 m2
1684829396-1323,5.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 41 m2
1684829396-1324,6.150,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 41 m2
1684829396-1325,5.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 35 m2
1684829396-1326,6.650,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 40 m2
1684829396-1327,5.750,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 41 m2
1684829396-1328,4.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 35 m2
1684829396-1329,5.750,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 38 m2
1684829401-1330,6.150,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 41 m2
1684829401-1331,5.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 39 m2
1684829401-1332,7.100,"Arresøvej, Risskov",Lejlighed / 2 vær. / 50 m2
1684829401-1333,8.595,"Møllehatten, Risskov",Lejlighed / 2 vær. / 62 m2
1684829401-1334,7.100,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829401-1335,8.600,"Arresøvej, Risskov",Lejlighed / 3 vær. / 78 m2
1684829401-1336,8.800,"Arresøvej, Risskov",Lejlighed / 3 vær. / 78 m2
1684829401-1337,8.600,"Arresøvej, Risskov",Lejlighed / 3 vær. / 75 m2
1684829401-1338,8.600,"Arresøvej, Risskov",Lejlighed / 3 vær. / 76 m2
1684829405-1339,7.300,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829405-1340,8.800,"Arresøvej, Risskov",Lejlighed / 3 vær. / 75 m2
1684829405-1341,7.100,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829405-1342,7.850,"Møllehatten, Risskov",Lejlighed / 2 vær. / 66 m2
1684829405-1343,8.300,"Arresøvej, Risskov",Lejlighed / 3 vær. / 68 m2
1684829405-1344,8.300,"Arresøvej, Risskov",Lejlighed / 3 vær. / 64 m2
1684829405-1345,8.017,"Eya Jensens Gade, Risskov",Lejlighed / 2 vær. / 64 m2
1684829405-1346,6.650,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 38 m2
1684829405-1347,6.650,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 36 m2
1684829405-1348,8.695,"Olof Palmes Allé, Aarhus N",Lejlighed / 2 vær. / 60 m2
1684829405-1349,11.700,"Broloftet, Risskov",Lejlighed / 4 vær. / 98 m2
1684829405-1350,10.500,"Kongevellen, Risskov",Lejlighed / 3 vær. / 75 m2
1684829405-1351,8.800,"Kongevellen, Risskov",Lejlighed / 3 vær. / 64 m2
1684829405-1352,10.100,"Kongevellen, Risskov",Lejlighed / 3 vær. / 75 m2
1684829410-1353,9.495,"Vistihøjen, Aarhus N",Lejlighed / 3 vær. / 92 m2
1684829410-1354,9.995,"Engsøvej, Risskov",Lejlighed / 4 vær. / 85 m2
1684829410-1355,7.500,"Arresøvej, Risskov",Lejlighed / 2 vær. / 54 m2
1684829410-1356,9.395,"Brassøvej, Risskov",Lejlighed / 4 vær. / 86 m2
1684829410-1357,7.500,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829410-1358,7.500,"Kongevellen, Risskov",Lejlighed / 2 vær. / 52 m2
1684829410-1359,5.500,"Kongevellen, Risskov",Lejlighed / 1 vær. / 34 m2
1684829410-1360,9.100,"Kongevellen, Risskov",Lejlighed / 3 vær. / 68 m2
1684829410-1361,7.200,"Kongevellen, Risskov",Lejlighed / 2 vær. / 52 m2
1684829410-1362,7.500,"Kongevellen, Risskov",Lejlighed / 2 vær. / 48 m2
1684829410-1363,7.800,"Kongevellen, Risskov",Lejlighed / 2 vær. / 50 m2
1684829410-1364,9.900,"Kongevellen, Risskov",Lejlighed / 3 vær. / 68 m2
1684829410-1365,7.400,"Kongevellen, Risskov",Lejlighed / 2 vær. / 50 m2
1684829410-1366,8.800,"Kongevellen, Risskov",Lejlighed / 3 vær. / 64 m2
1684829410-1367,7.400,"Kongevellen, Risskov",Lejlighed / 2 vær. / 52 m2
1684829413-1368,5.750,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 41 m2
1684829413-1369,9.975,"Arresøvej, Risskov",Lejlighed / 3 vær. / 78 m2
1684829413-1370,9.975,"Arresøvej, Risskov",Lejlighed / 3 vær. / 79 m2
1684829413-1371,9.975,"Arresøvej, Risskov",Lejlighed / 3 vær. / 76 m2
1684829413-1372,9.975,"Arresøvej, Risskov",Lejlighed / 3 vær. / 75 m2
1684829413-1373,6.975,"Arresøvej, Risskov",Lejlighed / 2 vær. / 52 m2
1684829413-1374,7.100,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829413-1375,11.950,"Harald Selmers Vej, Risskov",Lejlighed / 3 vær. / 91 m2
1684829413-1376,9.000,"Arresøvej, Risskov",Lejlighed / 3 vær. / 73 m2
1684829413-1377,6.650,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 40 m2
1684829413-1378,6.900,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 51 m2
1684829413-1379,14.900,"Vestre Strandallé, Risskov",Lejlighed / 3 vær. / 128 m2
1684829413-1380,6.350,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 35 m2
1684829413-1381,6.150,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 38 m2
1684829417-1382,7.300,"Arresøvej, Risskov",Lejlighed / 2 vær. / 54 m2
1684829417-1383,7.300,"Arresøvej, Risskov",Lejlighed / 2 vær. / 50 m2
1684829417-1384,8.800,"Arresøvej, Risskov",Lejlighed / 3 vær. / 75 m2
1684829417-1385,7.100,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829417-1386,8.600,"Arresøvej, Risskov",Lejlighed / 3 vær. / 75 m2
1684829417-1387,7.300,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829417-1388,8.800,"Arresøvej, Risskov",Lejlighed / 3 vær. / 76 m2
1684829417-1389,9.900,"Kongevellen, Risskov",Lejlighed / 3 vær. / 68 m2
1684829417-1390,9.700,"Kongevellen, Risskov",Lejlighed / 3 vær. / 70 m2
1684829417-1391,8.600,"Kongevellen, Risskov",Lejlighed / 3 vær. / 64 m2
1684829421-1392,7.200,"Kongevellen, Risskov",Lejlighed / 2 vær. / 50 m2
1684829421-1393,7.300,"Kongevellen, Risskov",Lejlighed / 2 vær. / 49 m2
1684829421-1394,7.600,"Kongevellen, Risskov",Lejlighed / 2 vær. / 51 m2
1684829421-1395,9.200,"Kongevellen, Risskov",Lejlighed / 3 vær. / 68 m2
1684829421-1396,7.300,"Kongevellen, Risskov",Lejlighed / 2 vær. / 48 m2
1684829421-1397,9.600,"Kongevellen, Risskov",Lejlighed / 2 vær. / 68 m2
1684829421-1398,9.700,"Kongevellen, Risskov",Lejlighed / 2 vær. / 68 m2
1684829421-1399,7.300,"Kongevellen, Risskov",Lejlighed / 2 vær. / 50 m2
1684829421-1400,7.200,"Kongevellen, Risskov",Lejlighed / 2 vær. / 49 m2
1684829421-1401,7.400,"Kongevellen, Risskov",Lejlighed / 2 vær. / 51 m2
1684829421-1402,5.950,"Søren Frichs Vej, Åbyhøj",Lejlighed / 1 vær. / 34 m2
1684829421-1403,8.300,"Arresøvej, Risskov",Lejlighed / 3 vær. / 65 m2
1684829421-1404,8.300,"Arresøvej, Risskov",Lejlighed / 3 vær. / 68 m2
1684829421-1405,7.950,"Arresøvej, Risskov",Lejlighed / 3 vær. / 69 m2
1684829426-1406,8.300,"Arresøvej, Risskov",Lejlighed / 3 vær. / 65 m2
1684829426-1407,7.100,"Arresøvej, Risskov",Lejlighed / 2 vær. / 50 m2
1684829426-1408,8.300,"Arresøvej, Risskov",Lejlighed / 3 vær. / 68 m2
1684829426-1409,7.100,"Arresøvej, Risskov",Lejlighed / 2 vær. / 49 m2
1684829426-1410,6.975,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829426-1411,9.975,"Arresøvej, Risskov",Lejlighed / 3 vær. / 78 m2
1684829426-1412,6.975,"Arresøvej, Risskov",Lejlighed / 2 vær. / 52 m2
1684829426-1413,9.975,"Arresøvej, Risskov",Lejlighed / 3 vær. / 75 m2
1684829426-1414,9.400,"Arresøvej, Risskov",Lejlighed / 3 vær. / 75 m2
1684829429-1415,7.300,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829429-1416,8.600,"Arresøvej, Risskov",Lejlighed / 3 vær. / 75 m2
1684829429-1417,8.800,"Arresøvej, Risskov",Lejlighed / 3 vær. / 75 m2
1684829429-1418,9.975,"Arresøvej, Risskov",Lejlighed / 3 vær. / 75 m2
1684829429-1419,9.975,"Arresøvej, Risskov",Lejlighed / 3 vær. / 79 m2
1684829429-1420,7.100,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829429-1421,7.500,"Arresøvej, Risskov",Lejlighed / 2 vær. / 54 m2
1684829429-1422,7.500,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829429-1423,8.145,"Tulipanlunden, Aarhus N",Lejlighed / 3 vær. / 62 m2
1684829429-1424,6.350,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 41 m2
1684829429-1425,6.650,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 37 m2
1684829429-1426,12.900,"Kristine Nielsens Gade, Aarhus C",Lejlighed / 3 vær. / 89 m2
1684829429-1427,7.700,"Kongevellen, Risskov",Lejlighed / 2 vær. / 52 m2
1684829433-1428,8.095,"Møllehatten, Risskov",Lejlighed / 2 vær. / 68 m2
1684829433-1429,7.300,"Arresøvej, Risskov",Lejlighed / 2 vær. / 56 m2
1684829433-1430,9.975,"Arresøvej, Risskov",Lejlighed / 3 vær. / 75 m2
1684829433-1431,6.975,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829433-1432,9.975,"Arresøvej, Risskov",Lejlighed / 3 vær. / 78 m2
1684829433-1433,6.975,"Arresøvej, Risskov",Lejlighed / 2 vær. / 52 m2
1684829433-1434,7.500,"Arresøvej, Risskov",Lejlighed / 2 vær. / 54 m2
1684829433-1435,7.100,"Arresøvej, Risskov",Lejlighed / 2 vær. / 49 m2
1684829433-1436,7.300,"Brassøvej, Risskov",Lejlighed / 2 vær. / 56 m2
1684829433-1437,7.300,"Arresøvej, Risskov",Lejlighed / 2 vær. / 53 m2
1684829433-1438,7.500,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829437-1439,8.325,"Brassøvej, Risskov",Lejlighed / 2 vær. / 54 m2
1684829437-1440,6.650,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 41 m2
1684829437-1441,5.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 41 m2
1684829437-1442,7.300,"Arresøvej, Risskov",Lejlighed / 2 vær. / 53 m2
1684829437-1443,8.300,"Arresøvej, Risskov",Lejlighed / 3 vær. / 65 m2
1684829437-1444,8.295,"Møllehatten, Risskov",Lejlighed / 2 vær. / 68 m2
1684829437-1445,7.600,"Kongevellen, Risskov",Lejlighed / 2 vær. / 50 m2
1684829437-1446,7.400,"Kongevellen, Risskov",Lejlighed / 2 vær. / 49 m2
1684829437-1447,7.400,"Kongevellen, Risskov",Lejlighed / 2 vær. / 50 m2
1684829437-1448,7.500,"Kongevellen, Risskov",Lejlighed / 2 vær. / 50 m2
1684829437-1449,7.800,"Kongevellen, Risskov",Lejlighed / 2 vær. / 50 m2
1684829437-1450,9.100,"Kongevellen, Risskov",Lejlighed / 3 vær. / 64 m2
1684829437-1451,9.600,"Kongevellen, Risskov",Lejlighed / 3 vær. / 68 m2
1684829441-1452,7.600,"Kongevellen, Risskov",Lejlighed / 2 vær. / 52 m2
1684829441-1453,7.500,"Kongevellen, Risskov",Lejlighed / 2 vær. / 48 m2
1684829441-1454,7.300,"Kongevellen, Risskov",Lejlighed / 2 vær. / 46 m2
1684829441-1455,7.200,"Kongevellen, Risskov",Lejlighed / 2 vær. / 49 m2
1684829441-1456,7.300,"Kongevellen, Risskov",Lejlighed / 2 vær. / 52 m2
1684829441-1457,7.100,"Kongevellen, Risskov",Lejlighed / 2 vær. / 46 m2
1684829441-1458,7.300,"Kongevellen, Risskov",Lejlighed / 2 vær. / 51 m2
1684829441-1459,7.100,"Kongevellen, Risskov",Lejlighed / 2 vær. / 48 m2
1684829441-1460,7.300,"Kongevellen, Risskov",Lejlighed / 2 vær. / 50 m2
1684829441-1461,5.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 38 m2
1684829441-1462,6.350,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 37 m2
1684829441-1463,6.650,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 50 m2
1684829441-1464,5.750,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 38 m2
1684829441-1465,6.350,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 39 m2
1684829441-1466,6.700,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 51 m2
1684829445-1467,7.100,"Tretommervej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829445-1468,7.500,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829445-1469,7.600,"Kongevellen, Risskov",Lejlighed / 2 vær. / 50 m2
1684829445-1470,10.100,"Kongevellen, Risskov",Lejlighed / 3 vær. / 75 m2
1684829445-1471,7.300,"Arresøvej, Risskov",Lejlighed / 2 vær. / 53 m2
1684829445-1472,7.300,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829445-1473,8.300,"Arresøvej, Risskov",Lejlighed / 3 vær. / 68 m2
1684829445-1474,7.500,"Arresøvej, Risskov",Lejlighed / 2 vær. / 54 m2
