web-scraper-order,pagination,price,address,rooms_type_kvm
1681721657-3265,,3.975 kr.,"Aarhus V, Bronzealdervej",1 vær. · Lejlighed · 32 m²
1681721657-3266,,10.900 kr.,"Solbjerg, Lethenborgvej",5 vær. · Hus · 179 m²
1681721657-3267,,10.995 kr.,"Aarhus C, Finderupvej",3 vær. · Lejlighed · 88 m²
1681721657-3268,,11.000 kr.,"Aarhus C, Nyborggade",3 vær. · Lejlighed · 86 m²
1681721657-3269,,7.990 kr.,"Aarhus N, Jens Baggesens Vej",2 vær. · Lejlighed · 54 m²
1681721657-3270,,13.995 kr.,"Viby J, Drosbjerg",4 vær. · Rækkehus · 114 m²
1681721657-3271,,8.640 kr.,"Aarhus C, Nordborggade",2 vær. · Lejlighed · 72 m²
1681721657-3272,,13.217 kr.,"Aarhus C, Vesterbrogade",4 vær. · Lejlighed · 95 m²
1681721657-3273,,5.995 kr.,"Brabrand, Gudrunsvej",2 vær. · Lejlighed · 45 m²
1681721657-3274,,5.150 kr.,"Brabrand, Stadevej",1 vær. · Værelse · 47 m²
1681721657-3275,,12.600 kr.,"Risskov, Kværnloftet",4 vær. · Lejlighed · 114 m²
1681721657-3276,,15.500 kr.,"Risskov, Vejlbygade",6 vær. · Hus · 147 m²
1681721657-3277,,7.750 kr.,"Tilst, Pollenvænget",3 vær. · Lejlighed · 78 m²
1681721657-3278,,13.500 kr.,"Aarhus N, Ringen",4 vær. · Lejlighed · 148 m²
1681721657-3279,,14.000 kr.,"Aarhus N, Ringen",6 vær. · Lejlighed · 163 m²
1681721657-3280,,9.365 kr.,"Trige, Trige Parkvej",4 vær. · Lejlighed · 121 m²
1681721657-3281,,15.950 kr.,"Aarhus N, Aldersrovej",5 vær. · Lejlighed · 160 m²
1681721657-3282,,10.300 kr.,"Aarhus C, Ceresbyen",3 vær. · Lejlighed · 72 m²
1681721657-3283,,14.000 kr.,"Aarhus N, Ringen",6 vær. · Lejlighed · 165 m²
1681721657-3284,,7.700 kr.,"Aarhus N, Ringen",2 vær. · Lejlighed · 64 m²
1681721657-3285,,10.995 kr.,"Aarhus C, Tage-Hansens Gade",4 vær. · Lejlighed · 73 m²
1681721657-3286,,8.500 kr.,"Egå, Grenåvej",3 vær. · Hus · 127 m²
1681721657-3287,,10.900 kr.,"Risskov, Tove Ditlevsens Gade",4 vær. · Lejlighed · 95 m²
1681721657-3288,,12.722 kr.,"Åbyhøj, Baldersgade",4 vær. · Lejlighed · 103 m²
1681721657-3289,,13.995 kr.,"Aarhus C, Sonnesgade",4 vær. · Lejlighed · 114 m²
1681721657-3290,,9.600 kr.,"Aarhus N, Jens Baggesens Vej",3 vær. · Lejlighed · 81 m²
1681721657-3291,,9.900 kr.,"Aarhus C, Fredensgade",2 vær. · Lejlighed · 45 m²
1681721657-3292,,7.795 kr.,"Risskov, Engsøvej",2 vær. · Lejlighed · 72 m²
1681721657-3293,,10.500 kr.,"Aarhus C, Valdemarsgade",2 vær. · Lejlighed · 61 m²
1681721657-3294,,14.500 kr.,"Hinnerup, Holmebakken",4 vær. · Hus · 144 m²
1681721657-3295,,5.194 kr.,"Viby J, Engtoften",1 vær. · Lejlighed · 41 m²
1681721657-3296,,11.900 kr.,"Aarhus C, Thit Jensens Gade",4 vær. · Lejlighed · 107 m²
1681721657-3297,,13.900 kr.,"Aarhus C, Kirkegårdsvej",3 vær. · Rækkehus · 91 m²
1681721657-3298,,8.950 kr.,"Tilst, Pollenvænget",3 vær. · Rækkehus · 101 m²
1681721657-3299,,13.300 kr.,"Aarhus C, Fiskergade",3 vær. · Lejlighed · 94 m²
1681721657-3300,,10.000 kr.,"Aarhus C, Heibergsgade",2 vær. · Lejlighed · 71 m²
1681721657-3301,,6.950 kr.,"Egå, Brobjerg Parkvej",2 vær. · Lejlighed · 65 m²
1681721657-3302,,2.704 kr.,"Skødstrup, Grenåvej",1 vær. · Værelse · 41 m²
1681721657-3303,,11.600 kr.,"Risskov, Harald Selmers Vej",2 vær. · Lejlighed · 85 m²
1681721657-3304,,6.250 kr.,"Aarhus V, Bronzealdervænget",2 vær. · Lejlighed · 41 m²
1681721657-3305,,10.995 kr.,"Risskov, Arresøvej",4 vær. · Lejlighed · 95 m²
1681721657-3306,,2.441 kr.,"Brabrand, Spobjergvej",1 vær. · Værelse · 34 m²
1681721657-3307,,2.765 kr.,"Brabrand, Spobjergvej",1 vær. · Værelse · 33 m²
1681721657-3308,,11.987 kr.,"Aarhus C, Christiansgade",3 vær. · Lejlighed · 139 m²
1681721657-3309,,9.300 kr.,"Aarhus C, Fiskergade",2 vær. · Lejlighed · 70 m²
1681721657-3310,,8.395 kr.,"Risskov, Møllehatten",2 vær. · Lejlighed · 65 m²
1681721657-3311,,11.200 kr.,"Risskov, Broloftet",4 vær. · Lejlighed · 99 m²
1681721657-3312,,18.500 kr.,"Viby J, Fredensborgparken",5 vær. · Hus · 178 m²
1681721657-3313,,12.695 kr.,"Aarhus C, Sonnesgade",4 vær. · Lejlighed · 85 m²
1681721657-3314,,9.195 kr.,"Risskov, Borresøvej",3 vær. · Lejlighed · 88 m²
1681721657-3315,,13.000 kr.,"Aarhus C, Mariane Thomsens Gade",3 vær. · Lejlighed · 115 m²
1681721657-3316,,9.200 kr.,"Hinnerup, Holmebakken",4 vær. · Lejlighed · 104 m²
1681721657-3317,,9.125 kr.,"Risskov, Tretommervej",3 vær. · Lejlighed · 70 m²
1681721657-3318,,7.955 kr.,"Viby J, Onsholtvej",3 vær. · Lejlighed · 73 m²
1681721657-3319,,11.950 kr.,"Aarhus N, Skovfaldet",4 vær. · Lejlighed · 116 m²
1681721657-3320,,8.504 kr.,"Aarhus C, Otto Brandenburgs Gade",2 vær. · Lejlighed · 62 m²
1681721657-3321,,5.500 kr.,"Aarhus V, Novembervej",1 vær. · Værelse · 105 m²
1681721657-3322,,3.500 kr.,"Aarhus V, Hammershusvej",1 vær. · Værelse · 26 m²
1681721657-3323,,7.695 kr.,"Risskov, Borresøvej",2 vær. · Lejlighed · 58 m²
1681721657-3324,,11.995 kr.,"Risskov, Borresøvej",4 vær. · Lejlighed · 112 m²
1681721657-3325,,6.450 kr.,"Beder, Beder Landevej",3 vær. · Lejlighed · 74 m²
1681721657-3326,,8.995 kr.,"Brabrand, Høiriisgårdsvej",3 vær. · Lejlighed · 84 m²
1681721657-3327,,8.695 kr.,"Brabrand, Høiriisgårdsvej",3 vær. · Lejlighed · 80 m²
1681721657-3328,,12.000 kr.,"Aarhus C, Borggade",3 vær. · Lejlighed · 87 m²
1681721657-3329,,4.498 kr.,"Tilst, Apisvej",1 vær. · Lejlighed · 20 m²
1681721657-3330,,6.895 kr.,"Risskov, Tove Ditlevsens Gade",2 vær. · Lejlighed · 58 m²
1681721657-3331,,9.498 kr.,"Solbjerg, Solbjerg Hedevej",3 vær. · Lejlighed · 102 m²
1681721657-3332,,7.995 kr.,"Risskov, Doris Kæraas Gade",3 vær. · Lejlighed · 63 m²
1681721657-3333,,12.950 kr.,"Aarhus C, Thit Jensens Gade",4 vær. · Lejlighed · 96 m²
1681721657-3334,,7.400 kr.,"Risskov, Arresøvej",2 vær. · Lejlighed · 50 m²
1681721657-3335,,11.250 kr.,"Risskov, Brassøvej",4 vær. · Lejlighed · 80 m²
1681721657-3336,,7.600 kr.,"Risskov, Brassøvej",2 vær. · Lejlighed · 54 m²
1681721657-3337,,7.300 kr.,"Risskov, Arresøvej",2 vær. · Lejlighed · 53 m²
1681721657-3338,,3.966 kr.,"Tilst, Gammel Viborgvej",1 vær. · Værelse · 9 m²
1681721657-3339,,7.900 kr.,"Risskov, Tove Ditlevsens Gade",3 vær. · Lejlighed · 62 m²
1681721657-3340,,10.300 kr.,"Aarhus C, Vester Allé",2 vær. · Lejlighed · 74 m²
1681721657-3341,,9.900 kr.,"Aarhus N, Trøjborgvej",2 vær. · Lejlighed · 67 m²
1681721657-3342,,9.800 kr.,"Risskov, Kværnloftet",3 vær. · Lejlighed · 87 m²
1681721657-3343,,7.995 kr.,"Risskov, Dagmar Hansens Gade",3 vær. · Lejlighed · 63 m²
1681721657-3344,,8.500 kr.,"Aarhus C, Ceres Allé",2 vær. · Lejlighed · 51 m²
1681721657-3345,,8.149 kr.,"Aarhus C, Orla Lehmanns Allé",2 vær. · Lejlighed · 68 m²
1681721657-3346,,7.900 kr.,"Tilst, Gammel Viborgvej",3 vær. · Lejlighed · 100 m²
1681721657-3347,,2.350 kr.,"Aarhus N, Tordenskjoldsgade",1 vær. · Værelse · 15 m²
1681721657-3348,,6.500 kr.,"Aarhus C, Vestergade",1 vær. · Lejlighed · 44 m²
1681721657-3349,,16.900 kr.,"Aarhus C, Thit Jensens Gade",4 vær. · Lejlighed · 142 m²
1681721657-3350,,9.100 kr.,"Aarhus N, Malmøgade",2 vær. · Lejlighed · 65 m²
1681721657-3351,,4.500 kr.,"Viby J, Fredensborgparken",1 vær. · Værelse · 35 m²
1681721657-3352,,11.900 kr.,"Aarhus C, Banegårdsgade",3 vær. · Lejlighed · 84 m²
1681721657-3353,,6.800 kr.,"Risskov, Arresøvej",2 vær. · Lejlighed · 47 m²
1681721657-3354,,8.800 kr.,"Risskov, Kværnloftet",2 vær. · Lejlighed · 78 m²
1681721657-3355,,3.600 kr.,"Åbyhøj, Bremsagervej",1 vær. · Værelse · 10 m²
1681721657-3356,,12.500 kr.,"Risskov, Kværnloftet",3 vær. · Lejlighed · 116 m²
1681721657-3357,,9.300 kr.,"Viby J, Engtoften",2 vær. · Lejlighed · 76 m²
1681721657-3358,,9.900 kr.,"Viby J, Engtoften",3 vær. · Lejlighed · 85 m²
1681721657-3359,,9.900 kr.,"Viby J, Engtoften",3 vær. · Lejlighed · 83 m²
1681721657-3360,,14.000 kr.,"Aarhus N, Ringen",6 vær. · Lejlighed · 163 m²
1681721657-3361,,7.995 kr.,"Brabrand, Inger Christensens Gade",4 vær. · Lejlighed · 80 m²
1681721657-3362,,11.645 kr.,"Risskov, Ellen Jensens Gade",3 vær. · Lejlighed · 102 m²
1681721657-3363,,12.600 kr.,"Aarhus C, Frederiksgade",3 vær. · Lejlighed · 112 m²
1681721657-3364,,10.600 kr.,"Aarhus C, Thorvaldsensgade",3 vær. · Lejlighed · 66 m²
1681721657-3365,,9.400 kr.,"Aarhus C, Studsgade",3 vær. · Lejlighed · 81 m²
1681721657-3366,,9.995 kr.,"Risskov, Engsøvej",4 vær. · Lejlighed · 85 m²
1681721657-3367,,11.085 kr.,"Brabrand, J.P. Larsens Vej",3 vær. · Lejlighed · 102 m²
1681721657-3368,,8.141 kr.,"Brabrand, J.P. Larsens Vej",2 vær. · Lejlighed · 78 m²
1681721657-3369,,10.095 kr.,"Risskov, Broloftet",3 vær. · Lejlighed · 93 m²
1681721657-3370,,6.500 kr.,"Aarhus N, Ringen",1 vær. · Lejlighed · 57 m²
1681721657-3371,,4.000 kr.,"Aarhus C, Nordborggade",1 vær. · Værelse · 7 m²
1681721657-3372,,6.900 kr.,"Aarhus N, Trøjborgvej",1 vær. · Lejlighed · 34 m²
1681721657-3373,,7.895 kr.,"Aarhus N, Kalmargade",2 vær. · Lejlighed · 67 m²
1681721657-3374,,10.295 kr.,"Sabro, Langfredparken",4 vær. · Rækkehus · 109 m²
1681721657-3375,,7.500 kr.,"Viby J, Damagervej",2 vær. · Lejlighed · 49 m²
1681721657-3376,,7.100 kr.,"Aarhus C, Vesterport",1 vær. · Lejlighed · 53 m²
1681721657-3377,,17.000 kr.,"Aarhus C, Søndergade",4 vær. · Lejlighed · 135 m²
1681721657-3378,,7.595 kr.,"Risskov, Doris Kæraas Gade",3 vær. · Lejlighed · 61 m²
1681721657-3379,,9.800 kr.,"Tilst, Tilst Skolevej",4 vær. · Hus · 122 m²
1681721657-3380,,7.100 kr.,"Risskov, Arresøvej",2 vær. · Lejlighed · 49 m²
1681721657-3381,,4.995 kr.,"Viby J, Engtoften",1 vær. · Lejlighed · 38 m²
1681721657-3382,,11.750 kr.,"Solbjerg, Solbjerg Hovedgade",7 vær. · Hus · 220 m²
1681721657-3383,,12.100 kr.,"Åbyhøj, Baldersgade",4 vær. · Lejlighed · 108 m²
1681721657-3384,,5.795 kr.,"Brabrand, Elna Munchs Gade",2 vær. · Lejlighed · 46 m²
1681721657-3385,,10.495 kr.,"Aarhus N, Trøjborgvej",3 vær. · Lejlighed · 88 m²
1681721657-3386,,5.895 kr.,"Brabrand, Elna Munchs Gade",2 vær. · Lejlighed · 48 m²
1681721657-3387,,5.995 kr.,"Brabrand, Gudrunsvej",2 vær. · Lejlighed · 45 m²
1681721657-3388,,10.500 kr.,"Aarhus N, Jens Baggesens Vej",3 vær. · Lejlighed · 82 m²
1681721657-3389,,14.900 kr.,"Aarhus C, Sønder Allé",3 vær. · Lejlighed · 115 m²
1681721657-3390,,8.926 kr.,"Åbyhøj, Baldersgade",2 vær. · Lejlighed · 78 m²
1681721657-3391,,12.750 kr.,"Aarhus C, Thit Jensens Gade",4 vær. · Lejlighed · 96 m²
1681721657-3392,,10.050 kr.,"Tilst, Pollenvænget",3 vær. · Lejlighed · 90 m²
1681721657-3393,,9.600 kr.,"Solbjerg, Fastrupvej",5 vær. · Hus · 143 m²
1681721657-3394,,8.117 kr.,"Brabrand, J.P. Larsens Vej",2 vær. · Lejlighed · 75 m²
1681721657-3395,,8.275 kr.,"Viby J, Christian X's Vej",3 vær. · Lejlighed · 81 m²
1681721657-3396,,9.495 kr.,"Risskov, Borresøvej",3 vær. · Lejlighed · 93 m²
1681721657-3397,,11.300 kr.,"Viby J, Engtoften",3 vær. · Lejlighed · 108 m²
1681721657-3398,,9.400 kr.,"Aarhus C, Kirkegårdsvej",2 vær. · Lejlighed · 65 m²
1681721657-3399,,6.350 kr.,"Hinnerup, Ådalsvej",3 vær. · Lejlighed · 78 m²
1681721657-3400,,14.000 kr.,"Risskov, Skovmærkevej",3 vær. · Lejlighed · 100 m²
1681721657-3401,,9.653 kr.,"Tilst, Tilst Parkvej",4 vær. · Rækkehus · 105 m²
1681721657-3402,,9.395 kr.,"Risskov, Brassøvej",3 vær. · Lejlighed · 76 m²
1681721657-3403,,10.900 kr.,"Aarhus C, De Mezas Vej",3 vær. · Lejlighed · 105 m²
1681721657-3404,,10.869 kr.,"Solbjerg, Elleskovvej",4 vær. · Rækkehus · 111 m²
1681721657-3405,,23.995 kr.,"Aarhus C, Mariane Thomsens Gade",4 vær. · Lejlighed · 218 m²
1681721657-3406,,7.500 kr.,"Harlev J, Gammel Stillingvej",3 vær. · Lejlighed · 80 m²
1681721657-3407,,11.945 kr.,"Risskov, Ellen Jensens Gade",3 vær. · Lejlighed · 92 m²
1681721657-3408,,9.900 kr.,"Viby J, Christian X's Vej",3 vær. · Lejlighed · 90 m²
1681721657-3409,,10.800 kr.,"Aarhus C, Tage-Hansens Gade",4 vær. · Lejlighed · 82 m²
1681721657-3410,,12.995 kr.,"Aarhus C, Sonnesgade",4 vær. · Lejlighed · 85 m²
1681721657-3411,,8.341 kr.,"Hjortshøj, Virupvej",3 vær. · Lejlighed · 94 m²
1681721657-3412,,8.400 kr.,"Hjortshøj, Virupvej",3 vær. · Lejlighed · 95 m²
1681721657-3413,,8.577 kr.,"Hjortshøj, Virupvej",3 vær. · Lejlighed · 98 m²
1681721657-3414,,8.105 kr.,"Hjortshøj, Virupvej",3 vær. · Lejlighed · 90 m²
1681721657-3415,,11.750 kr.,"Tilst, Honningvænget",4 vær. · Lejlighed · 104 m²
1681721657-3416,,10.650 kr.,"Tilst, Honningvænget",3 vær. · Lejlighed · 94 m²
1681721657-3417,,11.550 kr.,"Tilst, Honningvænget",4 vær. · Lejlighed · 104 m²
1681721657-3418,,9.800 kr.,"Viby J, Christian X's Vej",3 vær. · Lejlighed · 88 m²
1681721657-3419,,3.975 kr.,"Aarhus V, Bronzealdervej",1 vær. · Lejlighed · 32 m²
1681721657-3420,,7.100 kr.,"Risskov, Arresøvej",2 vær. · Lejlighed · 49 m²
1681721657-3421,,12.200 kr.,"Viby J, Christian X's Vej",4 vær. · Lejlighed · 114 m²
1681721657-3422,,8.750 kr.,"Skødstrup, Vosnæsparken",4 vær. · Rækkehus · 90 m²
1681721657-3423,,13.500 kr.,"Aarhus C, Mejlgade",5 vær. · Lejlighed · 158 m²
1681721657-3424,,8.155 kr.,"Viby J, Drosbjerg",3 vær. · Lejlighed · 68 m²
1681721657-3425,,9.767 kr.,"Aarhus N, Olof Palmes Allé",3 vær. · Lejlighed · 80 m²
1681721657-3426,,9.915 kr.,"Aarhus C, Orla Lehmanns Allé",3 vær. · Lejlighed · 92 m²
1681721657-3427,,9.200 kr.,"Åbyhøj, Baldersgade",3 vær. · Lejlighed · 67 m²
1681721657-3428,,8.750 kr.,"Trige, Mosegårdsparken",5 vær. · Rækkehus · 117 m²
1681721657-3429,,9.500 kr.,"Brabrand, Hovedgaden",4 vær. · Lejlighed · 115 m²
1681721657-3430,,10.495 kr.,"Risskov, Ellen Jensens Gade",3 vær. · Lejlighed · 92 m²
1681721657-3431,,11.895 kr.,"Risskov, Ellen Jensens Gade",4 vær. · Lejlighed · 97 m²
1681721657-3432,,10.495 kr.,"Risskov, Ellen Jensens Gade",3 vær. · Lejlighed · 89 m²
1681721657-3433,,10.695 kr.,"Risskov, Ellen Jensens Gade",3 vær. · Lejlighed · 88 m²
1681721657-3434,,10.695 kr.,"Risskov, Ellen Jensens Gade",3 vær. · Lejlighed · 91 m²
1681721657-3435,,7.200 kr.,"Aarhus C, Åboulevarden",1 vær. · Lejlighed · 47 m²
1681721657-3436,,2.600 kr.,"Aarhus N, Nedergårdsvej",1 vær. · Værelse · 13 m²
1681721657-3437,,6.690 kr.,"Viby J, Damagervej",2 vær. · Lejlighed · 45 m²
1681721657-3438,,11.495 kr.,"Risskov, Borresøvej",4 vær. · Lejlighed · 95 m²
1681721657-3439,,7.495 kr.,"Brabrand, Inger Christensens Gade",3 vær. · Lejlighed · 70 m²
1681721657-3440,,9.795 kr.,"Aarhus C, Mariane Thomsens Gade",2 vær. · Lejlighed · 77 m²
1681721657-3441,,11.500 kr.,"Åbyhøj, Sifsgade",4 vær. · Lejlighed · 93 m²
1681721657-3442,,10.900 kr.,"Risskov, Torsøvej",4 vær. · Lejlighed · 83 m²
1681721657-3443,,10.750 kr.,"Risskov, Torsøvej",4 vær. · Lejlighed · 83 m²
1681721657-3444,,2.500 kr.,"Brabrand, Hejrebakken",1 vær. · Værelse · 10 m²
1681721657-3445,,8.900 kr.,"Sabro, Rønnevangen",4 vær. · Lejlighed · 93 m²
1681721657-3446,,10.699 kr.,"Viby J, Søndervangs Allé",4 vær. · Lejlighed · 91 m²
1681721657-3447,,9.300 kr.,"Viby J, Engtoften",2 vær. · Lejlighed · 76 m²
1681721657-3448,,14.800 kr.,"Aarhus C, Mejlgade",3 vær. · Lejlighed · 83 m²
1681721657-3449,,12.000 kr.,"Tilst, Pollenvænget",5 vær. · Lejlighed · 123 m²
1681721657-3450,,10.700 kr.,"Tilst, Pollenvænget",4 vær. · Lejlighed · 103 m²
1681721657-3451,,11.600 kr.,"Tilst, Honningvænget",4 vær. · Lejlighed · 120 m²
1681721657-3452,,10.595 kr.,"Risskov, Brassøvej",3 vær. · Lejlighed · 91 m²
1681721657-3453,,11.400 kr.,"Tilst, Honningvænget",4 vær. · Lejlighed · 117 m²
1681721657-3454,,8.800 kr.,"Aarhus N, Randersvej",2 vær. · Lejlighed · 68 m²
1681721657-3455,,8.900 kr.,"Aarhus N, Randersvej",2 vær. · Lejlighed · 73 m²
1681721657-3456,,9.195 kr.,"Risskov, Borresøvej",3 vær. · Lejlighed · 87 m²
1681721657-3457,,13.950 kr.,"Aarhus C, Klostergade",4 vær. · Lejlighed · 126 m²
1681721657-3458,,5.200 kr.,"Harlev J, Kettinggårdsvej",2 vær. · Lejlighed · 53 m²
1681721657-3459,,9.200 kr.,"Åbyhøj, Baldersgade",3 vær. · Lejlighed · 73 m²
1681721657-3460,,9.900 kr.,"Tilst, Pollenvænget",3 vær. · Lejlighed · 90 m²
1681721657-3461,,10.200 kr.,"Tilst, Pollenvænget",4 vær. · Lejlighed · 101 m²
1681721657-3462,,10.600 kr.,"Tilst, Pollenvænget",3 vær. · Lejlighed · 95 m²
1681721657-3463,,11.000 kr.,"Tilst, Pollenvænget",4 vær. · Lejlighed · 107 m²
1681721657-3464,,9.900 kr.,"Tilst, Pollenvænget",3 vær. · Lejlighed · 91 m²
1681721657-3465,,10.900 kr.,"Tilst, Pollenvænget",3 vær. · Lejlighed · 106 m²
1681721657-3466,,11.200 kr.,"Tilst, Pollenvænget",4 vær. · Lejlighed · 107 m²
1681721657-3467,,9.150 kr.,"Tilst, Pollenvænget",3 vær. · Lejlighed · 84 m²
1681721657-3468,,12.000 kr.,"Tilst, Pollenvænget",4 vær. · Lejlighed · 119 m²
1681721657-3469,,11.150 kr.,"Tilst, Pollenvænget",4 vær. · Lejlighed · 120 m²
1681721657-3470,,11.700 kr.,"Tilst, Honningvænget",4 vær. · Lejlighed · 104 m²
1681721657-3471,,11.450 kr.,"Tilst, Honningvænget",4 vær. · Lejlighed · 104 m²
1681721657-3472,,11.700 kr.,"Tilst, Honningvænget",4 vær. · Lejlighed · 115 m²
1681721657-3473,,11.600 kr.,"Tilst, Honningvænget",4 vær. · Lejlighed · 115 m²
1681721657-3474,,10.150 kr.,"Tilst, Honningvænget",3 vær. · Lejlighed · 94 m²
1681721657-3475,,11.400 kr.,"Tilst, Honningvænget",4 vær. · Lejlighed · 108 m²
1681721657-3476,,11.600 kr.,"Tilst, Honningvænget",4 vær. · Lejlighed · 120 m²
1681721657-3477,,11.400 kr.,"Tilst, Honningvænget",4 vær. · Lejlighed · 121 m²
1681721657-3478,,9.900 kr.,"Tilst, Honningvænget",3 vær. · Lejlighed · 91 m²
1681721657-3479,,3.450 kr.,"Aarhus V, Majdalen",1 vær. · Værelse · 16 m²
1681721657-3480,,11.950 kr.,"Risskov, Torsøvej",4 vær. · Lejlighed · 95 m²
1681721657-3481,,9.900 kr.,"Aarhus C, Lollandsgade",2 vær. · Lejlighed · 55 m²
1681721657-3482,,9.395 kr.,"Risskov, Borresøvej",3 vær. · Lejlighed · 88 m²
1681721657-3483,,9.800 kr.,"Aarhus N, Trøjborgvej",3 vær. · Lejlighed · 65 m²
1681721657-3484,,9.100 kr.,"Aarhus N, Islandsgade",3 vær. · Lejlighed · 84 m²
1681721657-3485,,11.800 kr.,"Risskov, Harald Selmers Vej",3 vær. · Lejlighed · 90 m²
1681721657-3486,,8.900 kr.,"Aarhus N, Stockholmsgade",2 vær. · Lejlighed · 71 m²
1681721657-3487,,8.400 kr.,"Aarhus N, Stockholmsgade",2 vær. · Lejlighed · 68 m²
1681721657-3488,,8.500 kr.,"Aarhus N, Malmøgade",2 vær. · Lejlighed · 64 m²
1681721657-3489,,6.775 kr.,"Risskov, Skejbyvej",2 vær. · Lejlighed · 61 m²
1681721657-3490,,3.250 kr.,"Højbjerg, Holme Byvej",1 vær. · Værelse · 12 m²
1681721657-3491,,7.900 kr.,"Aarhus C, Vester Allé",2 vær. · Lejlighed · 66 m²
1681721657-3492,,5.595 kr.,"Tranbjerg J, Slet Parkvej",2 vær. · Lejlighed · 47 m²
1681721657-3493,,6.995 kr.,"Brabrand, Gudrunsvej",2 vær. · Lejlighed · 57 m²
1681721657-3494,,9.495 kr.,"Brabrand, Anna Anchers Gade",4 vær. · Lejlighed · 95 m²
1681721657-3495,,5.795 kr.,"Brabrand, Gudrunsvej",2 vær. · Lejlighed · 46 m²
1681721657-3496,,8.700 kr.,"Aarhus N, Randersvej",2 vær. · Lejlighed · 73 m²
1681721657-3497,,8.700 kr.,"Aarhus N, Randersvej",2 vær. · Lejlighed · 68 m²
1681721657-3498,,8.800 kr.,"Aarhus N, Randersvej",2 vær. · Lejlighed · 73 m²
1681721657-3499,,11.000 kr.,"Aarhus N, Randersvej",3 vær. · Lejlighed · 94 m²
1681721657-3500,,7.700 kr.,"Aarhus N, Stockholmsgade",2 vær. · Lejlighed · 62 m²
1681721657-3501,,10.500 kr.,"Aarhus N, Stockholmsgade",2 vær. · Lejlighed · 80 m²
1681721657-3502,,11.000 kr.,"Aarhus C, Høegh-Guldbergs Gade",4 vær. · Lejlighed · 120 m²
1681721657-3503,,13.700 kr.,"Aarhus C, Amaliegade",2 vær. · Lejlighed · 107 m²
1681721657-3504,,8.995 kr.,"Risskov, Brassøvej",3 vær. · Lejlighed · 75 m²
1681721657-3505,,8.346 kr.,"Aarhus C, Frederiksgade",1 vær. · Lejlighed · 58 m²
1681721657-3506,,3.900 kr.,"Aarhus C, Nørregade",1 vær. · Værelse · 14 m²
1681721657-3507,,8.800 kr.,"Aarhus N, Randersvej",2 vær. · Lejlighed · 70 m²
1681721657-3508,,10.500 kr.,"Aarhus N, Randersvej",3 vær. · Lejlighed · 87 m²
1681721657-3509,,9.500 kr.,"Aarhus C, Søgade",2 vær. · Lejlighed · 67 m²
1681721657-3510,,4.750 kr.,"Risskov, Vikærsvej",1 vær. · Værelse · 11 m²
1681721657-3511,,7.995 kr.,"Aarhus C, Daugbjergvej",2 vær. · Lejlighed · 58 m²
1681721657-3512,,3.500 kr.,"Aarhus V, Hammershusvej",1 vær. · Værelse · 31 m²
1681721657-3513,,8.900 kr.,"Aarhus C, Valdemarsgade",3 vær. · Lejlighed · 87 m²
1681721657-3514,,9.915 kr.,"Aarhus C, Orla Lehmanns Allé",3 vær. · Lejlighed · 92 m²
1681721657-3515,,9.295 kr.,"Risskov, Borresøvej",3 vær. · Lejlighed · 93 m²
1681721657-3516,,9.900 kr.,"Hasselager, Ingerslevvej",4 vær. · Lejlighed · 164 m²
1681721657-3517,,2.000 kr.,"Aarhus C, Frederiks Allé",1 vær. · Værelse · 25 m²
1681721657-3518,,10.095 kr.,"Risskov, Brassøvej",4 vær. · Lejlighed · 90 m²
1681721657-3519,,2.900 kr.,"Aarhus N, Paludan-Müllers Vej",1 vær. · Værelse · 10 m²
1681721657-3520,,5.495 kr.,"Aarhus V, Kappelvænget",2 vær. · Lejlighed · 48 m²
1681721657-3521,,13.000 kr.,"Aarhus V, Viborgvej",3 vær. · Rækkehus · 120 m²
