web-scraper-order,web-scraper-start-url,pagination,price,address,rooms_type_kvm
1681720076-1489,https://www.boligportal.dk/lejeboliger/aarhus/,,9.100 kr.,"Aarhus N, Trøjborgvej",3 vær. · Lejlighed · 60 m²
1681720076-1490,https://www.boligportal.dk/lejeboliger/aarhus/,,11.700 kr.,"Aarhus C, Knudrisgade",4 vær. · Lejlighed · 90 m²
1681720076-1491,https://www.boligportal.dk/lejeboliger/aarhus/,,8.895 kr.,"Risskov, Brassøvej",3 vær. · Lejlighed · 79 m²
1681720076-1492,https://www.boligportal.dk/lejeboliger/aarhus/,,9.350 kr.,"Viby J, Engelundsvej",2 vær. · Rækkehus · 60 m²
1681720076-1493,https://www.boligportal.dk/lejeboliger/aarhus/,,2.624 kr.,"Hasselager, Hasselengen",1 vær. · Lejlighed · 33 m²
1681720076-1494,https://www.boligportal.dk/lejeboliger/aarhus/,,6.375 kr.,"Tilst, Stavnsvej",2 vær. · Lejlighed · 51 m²
1681720076-1495,https://www.boligportal.dk/lejeboliger/aarhus/,,9.500 kr.,"Aarhus N, Gøteborg Allé",3 vær. · Lejlighed · 60 m²
1681720076-1496,https://www.boligportal.dk/lejeboliger/aarhus/,,7.900 kr.,"Aarhus N, Gøteborg Allé",2 vær. · Lejlighed · 42 m²
1681720076-1497,https://www.boligportal.dk/lejeboliger/aarhus/,,5.600 kr.,"Aarhus N, Gøteborg Allé",1 vær. · Lejlighed · 31 m²
1681720076-1498,https://www.boligportal.dk/lejeboliger/aarhus/,,6.675 kr.,"Aarhus N, Gøteborg Allé",1 vær. · Lejlighed · 33 m²
1681720076-1499,https://www.boligportal.dk/lejeboliger/aarhus/,,7.998 kr.,"Brabrand, Inger Christensens Gade",3 vær. · Lejlighed · 71 m²
1681720076-1500,https://www.boligportal.dk/lejeboliger/aarhus/,,14.363 kr.,"Åbyhøj, Baldersgade",4 vær. · Lejlighed · 114 m²
1681720076-1501,https://www.boligportal.dk/lejeboliger/aarhus/,,7.400 kr.,"Aarhus C, Fiskergade",1 vær. · Lejlighed · 54 m²
1681720076-1502,https://www.boligportal.dk/lejeboliger/aarhus/,,5.500 kr.,"Hinnerup, Storegade",3 vær. · Lejlighed · 80 m²
1681720076-1503,https://www.boligportal.dk/lejeboliger/aarhus/,,7.680 kr.,"Højbjerg, Oddervej",3 vær. · Lejlighed · 77 m²
1681720076-1504,https://www.boligportal.dk/lejeboliger/aarhus/,,7.100 kr.,"Risskov, Tretommervej",2 vær. · Lejlighed · 51 m²
1681720076-1505,https://www.boligportal.dk/lejeboliger/aarhus/,,8.195 kr.,"Aarhus N, Møllevangs Allé",2 vær. · Lejlighed · 60 m²
1681720076-1506,https://www.boligportal.dk/lejeboliger/aarhus/,,7.300 kr.,"Risskov, Kongevellen",2 vær. · Lejlighed · 49 m²
1681720076-1507,https://www.boligportal.dk/lejeboliger/aarhus/,,5.200 kr.,"Risskov, Kongevellen",1 vær. · Lejlighed · 34 m²
1681720076-1508,https://www.boligportal.dk/lejeboliger/aarhus/,,7.300 kr.,"Risskov, Kongevellen",2 vær. · Lejlighed · 52 m²
1681720076-1509,https://www.boligportal.dk/lejeboliger/aarhus/,,9.600 kr.,"Risskov, Kongevellen",2 vær. · Lejlighed · 68 m²
1681720076-1510,https://www.boligportal.dk/lejeboliger/aarhus/,,9.200 kr.,"Aarhus N, Hvidkløvervej",3 vær. · Lejlighed · 91 m²
1681720076-1511,https://www.boligportal.dk/lejeboliger/aarhus/,,10.300 kr.,"Risskov, Kongevellen",3 vær. · Lejlighed · 75 m²
1681720076-1512,https://www.boligportal.dk/lejeboliger/aarhus/,,9.100 kr.,"Risskov, Kongevellen",3 vær. · Lejlighed · 64 m²
1681720076-1513,https://www.boligportal.dk/lejeboliger/aarhus/,,2.500 kr.,"Åbyhøj, Rønne Allé",1 vær. · Værelse · 19 m²
1681720076-1514,https://www.boligportal.dk/lejeboliger/aarhus/,,14.995 kr.,"Aarhus C, Kystvejen",4 vær. · Lejlighed · 154 m²
1681720076-1515,https://www.boligportal.dk/lejeboliger/aarhus/,,4.400 kr.,"Aarhus N, Kornbakke Allé",1 vær. · Lejlighed · 50 m²
1681720076-1516,https://www.boligportal.dk/lejeboliger/aarhus/,,9.725 kr.,"Aarhus C, Sønder Allé",3 vær. · Lejlighed · 72 m²
1681720076-1517,https://www.boligportal.dk/lejeboliger/aarhus/,,20.000 kr.,"Aarhus C, Helga Pedersens Gade",3 vær. · Lejlighed · 106 m²
1681720076-1518,https://www.boligportal.dk/lejeboliger/aarhus/,,8.295 kr.,"Tilst, Blomsterlunden",3 vær. · Lejlighed · 56 m²
1681720076-1519,https://www.boligportal.dk/lejeboliger/aarhus/,,9.550 kr.,"Aarhus N, Olof Palmes Allé",3 vær. · Lejlighed · 69 m²
1681720076-1520,https://www.boligportal.dk/lejeboliger/aarhus/,,9.495 kr.,"Tilst, Blomsterlunden",3 vær. · Lejlighed · 73 m²
1681720076-1521,https://www.boligportal.dk/lejeboliger/aarhus/,,6.000 kr.,"Aarhus N, Egegade",1 vær. · Lejlighed · 32 m²
1681720076-1522,https://www.boligportal.dk/lejeboliger/aarhus/,,10.800 kr.,"Aarhus C, Tage-Hansens Gade",4 vær. · Lejlighed · 82 m²
1681720076-1523,https://www.boligportal.dk/lejeboliger/aarhus/,,11.400 kr.,"Højbjerg, Emiliehøj",4 vær. · Lejlighed · 111 m²
1681720076-1524,https://www.boligportal.dk/lejeboliger/aarhus/,,5.000 kr.,"Viby J, Espegårdsvej",2 vær. · Lejlighed · 65 m²
1681720076-1525,https://www.boligportal.dk/lejeboliger/aarhus/,,7.400 kr.,"Aarhus N, Oslogade",2 vær. · Lejlighed · 60 m²
1681720076-1526,https://www.boligportal.dk/lejeboliger/aarhus/,,9.500 kr.,"Tilst, Pollenvænget",3 vær. · Lejlighed · 91 m²
1681720076-1527,https://www.boligportal.dk/lejeboliger/aarhus/,,5.600 kr.,"Tilst, Pollenvænget",2 vær. · Lejlighed · 39 m²
1681720076-1528,https://www.boligportal.dk/lejeboliger/aarhus/,,6.400 kr.,"Tilst, Pollenvænget",2 vær. · Lejlighed · 48 m²
1681720076-1529,https://www.boligportal.dk/lejeboliger/aarhus/,,8.300 kr.,"Tilst, Pollenvænget",3 vær. · Lejlighed · 77 m²
1681720076-1530,https://www.boligportal.dk/lejeboliger/aarhus/,,8.900 kr.,"Tilst, Pollenvænget",3 vær. · Lejlighed · 83 m²
1681720076-1531,https://www.boligportal.dk/lejeboliger/aarhus/,,8.500 kr.,"Tilst, Pollenvænget",3 vær. · Lejlighed · 77 m²
1681720076-1532,https://www.boligportal.dk/lejeboliger/aarhus/,,6.300 kr.,"Tilst, Pollenvænget",2 vær. · Lejlighed · 49 m²
1681720076-1533,https://www.boligportal.dk/lejeboliger/aarhus/,,5.450 kr.,"Aarhus N, Olof Palmes Allé",1 vær. · Lejlighed · 29 m²
1681720076-1534,https://www.boligportal.dk/lejeboliger/aarhus/,,5.250 kr.,"Aarhus N, Olof Palmes Allé",1 vær. · Lejlighed · 30 m²
1681720076-1535,https://www.boligportal.dk/lejeboliger/aarhus/,,7.995 kr.,"Aarhus N, Brendstrupgårdsvej",3 vær. · Lejlighed · 58 m²
1681720076-1536,https://www.boligportal.dk/lejeboliger/aarhus/,,9.400 kr.,"Risskov, Brassøvej",3 vær. · Lejlighed · 82 m²
1681720076-1537,https://www.boligportal.dk/lejeboliger/aarhus/,,11.900 kr.,"Risskov, Brassøvej",4 vær. · Lejlighed · 106 m²
1681720076-1538,https://www.boligportal.dk/lejeboliger/aarhus/,,9.500 kr.,"Risskov, Brassøvej",3 vær. · Lejlighed · 79 m²
1681720076-1539,https://www.boligportal.dk/lejeboliger/aarhus/,,9.700 kr.,"Risskov, Brassøvej",4 vær. · Lejlighed · 81 m²
1681720076-1540,https://www.boligportal.dk/lejeboliger/aarhus/,,4.950 kr.,"Brabrand, Engdalsvej","1,5 vær. · Lejlighed · 42 m²"
1681720076-1541,https://www.boligportal.dk/lejeboliger/aarhus/,,10.600 kr.,"Aarhus C, Åhusene",3 vær. · Lejlighed · 68 m²
1681720076-1542,https://www.boligportal.dk/lejeboliger/aarhus/,,15.800 kr.,"Aarhus C, Thit Jensens Gade",5 vær. · Lejlighed · 111 m²
1681720076-1543,https://www.boligportal.dk/lejeboliger/aarhus/,,12.792 kr.,"Åbyhøj, Bestlasgade",4 vær. · Lejlighed · 101 m²
1681720076-1544,https://www.boligportal.dk/lejeboliger/aarhus/,,7.100 kr.,"Risskov, Arresøvej",2 vær. · Lejlighed · 50 m²
1681720076-1545,https://www.boligportal.dk/lejeboliger/aarhus/,,9.000 kr.,"Aarhus N, Malmøgade",3 vær. · Lejlighed · 65 m²
1681720076-1546,https://www.boligportal.dk/lejeboliger/aarhus/,,7.100 kr.,"Risskov, Arresøvej",2 vær. · Lejlighed · 49 m²
1681720076-1547,https://www.boligportal.dk/lejeboliger/aarhus/,,8.300 kr.,"Risskov, Arresøvej",3 vær. · Lejlighed · 68 m²
1681720076-1548,https://www.boligportal.dk/lejeboliger/aarhus/,,10.700 kr.,"Aarhus C, Vester Allé",3 vær. · Lejlighed · 69 m²
1681720076-1549,https://www.boligportal.dk/lejeboliger/aarhus/,,9.495 kr.,"Aarhus C, Dirch Passers Gade",2 vær. · Lejlighed · 61 m²
1681720076-1550,https://www.boligportal.dk/lejeboliger/aarhus/,,8.950 kr.,"Aarhus C, Vesterport",2 vær. · Lejlighed · 70 m²
1681720076-1551,https://www.boligportal.dk/lejeboliger/aarhus/,,9.350 kr.,"Aarhus C, Sønderport",4 vær. · Lejlighed · 107 m²
1681720076-1552,https://www.boligportal.dk/lejeboliger/aarhus/,,6.700 kr.,"Viby J, Markvangen",2 vær. · Lejlighed · 45 m²
1681720076-1553,https://www.boligportal.dk/lejeboliger/aarhus/,,7.995 kr.,"Aarhus C, Daubjergvej",2 vær. · Lejlighed · 61 m²
1681720076-1554,https://www.boligportal.dk/lejeboliger/aarhus/,,8.295 kr.,"Aarhus C, Daubjergvej",2 vær. · Lejlighed · 60 m²
1681720076-1555,https://www.boligportal.dk/lejeboliger/aarhus/,,10.695 kr.,"Aarhus C, Dirch Passers Gade",2 vær. · Lejlighed · 79 m²
1681720076-1556,https://www.boligportal.dk/lejeboliger/aarhus/,,9.904 kr.,"Aarhus C, Dirch Passers Gade",3 vær. · Lejlighed · 72 m²
1681720076-1557,https://www.boligportal.dk/lejeboliger/aarhus/,,9.995 kr.,"Aarhus C, Grete Løchtes Gade",3 vær. · Lejlighed · 68 m²
1681720076-1558,https://www.boligportal.dk/lejeboliger/aarhus/,,13.189 kr.,"Aarhus C, Thomas Koppels Gade",4 vær. · Lejlighed · 97 m²
1681720076-1559,https://www.boligportal.dk/lejeboliger/aarhus/,,9.680 kr.,"Aarhus C, John Mogensens Gade",3 vær. · Lejlighed · 67 m²
1681720076-1560,https://www.boligportal.dk/lejeboliger/aarhus/,,10.500 kr.,"Aarhus C, Valdemars Have",3 vær. · Lejlighed · 70 m²
1681720076-1561,https://www.boligportal.dk/lejeboliger/aarhus/,,9.400 kr.,"Åbyhøj, Bestlasgade",3 vær. · Lejlighed · 73 m²
1681720076-1562,https://www.boligportal.dk/lejeboliger/aarhus/,,10.775 kr.,"Åbyhøj, Bifrostgade",3 vær. · Lejlighed · 93 m²
1681720076-1563,https://www.boligportal.dk/lejeboliger/aarhus/,,7.800 kr.,"Åbyhøj, Lokesvej",2 vær. · Lejlighed · 63 m²
1681720076-1564,https://www.boligportal.dk/lejeboliger/aarhus/,,15.885 kr.,"Aarhus C, Bissensgade",4 vær. · Lejlighed · 144 m²
1681720076-1565,https://www.boligportal.dk/lejeboliger/aarhus/,,5.158 kr.,"Aarhus C, Ny Munkegade",1 vær. · Lejlighed · 24 m²
1681720076-1566,https://www.boligportal.dk/lejeboliger/aarhus/,,4.750 kr.,"Aarhus C, Nørre Allé",1 vær. · Værelse · 13 m²
1681720076-1567,https://www.boligportal.dk/lejeboliger/aarhus/,,9.500 kr.,"Aarhus C, Søndre Ringgade",3 vær. · Lejlighed · 95 m²
1681720076-1568,https://www.boligportal.dk/lejeboliger/aarhus/,,12.550 kr.,"Aarhus C, Ceresbyen",4 vær. · Lejlighed · 85 m²
1681720076-1569,https://www.boligportal.dk/lejeboliger/aarhus/,,8.499 kr.,"Aarhus N, Møllevangs Allé",3 vær. · Lejlighed · 60 m²
1681720076-1570,https://www.boligportal.dk/lejeboliger/aarhus/,,7.400 kr.,"Risskov, Brassøvej",2 vær. · Lejlighed · 64 m²
1681720076-1571,https://www.boligportal.dk/lejeboliger/aarhus/,,5.720 kr.,"Sabro, Grønvej",2 vær. · Lejlighed · 55 m²
1681720076-1572,https://www.boligportal.dk/lejeboliger/aarhus/,,8.400 kr.,"Aarhus N, Skejbyparken",3 vær. · Lejlighed · 63 m²
1681720076-1573,https://www.boligportal.dk/lejeboliger/aarhus/,,12.741 kr.,"Aarhus C, Finderupvej",4 vær. · Lejlighed · 87 m²
1681720076-1574,https://www.boligportal.dk/lejeboliger/aarhus/,,8.876 kr.,"Aarhus N, Lyøgade",3 vær. · Lejlighed · 70 m²
1681720076-1575,https://www.boligportal.dk/lejeboliger/aarhus/,,8.216 kr.,"Aarhus C, Langenæs Allé",2 vær. · Lejlighed · 66 m²
1681720076-1576,https://www.boligportal.dk/lejeboliger/aarhus/,,8.350 kr.,"Aarhus N, Jens Baggesens Vej",2 vær. · Lejlighed · 55 m²
1681720076-1577,https://www.boligportal.dk/lejeboliger/aarhus/,,2.706 kr.,"Aarhus N, Islandsgade",1 vær. · Værelse · 36 m²
1681720076-1578,https://www.boligportal.dk/lejeboliger/aarhus/,,12.688 kr.,"Aarhus C, De Mezas Vej",4 vær. · Lejlighed · 105 m²
1681720076-1579,https://www.boligportal.dk/lejeboliger/aarhus/,,12.950 kr.,"Aarhus C, Ceresbyen",4 vær. · Lejlighed · 85 m²
1681720076-1580,https://www.boligportal.dk/lejeboliger/aarhus/,,8.850 kr.,"Aarhus C, Rosenkrantzgade",3 vær. · Lejlighed · 63 m²
1681720076-1581,https://www.boligportal.dk/lejeboliger/aarhus/,,11.850 kr.,"Aarhus C, Søndre Ringgade",4 vær. · Lejlighed · 86 m²
1681720076-1582,https://www.boligportal.dk/lejeboliger/aarhus/,,7.467 kr.,"Aarhus C, Thorvaldsensgade",2 vær. · Lejlighed · 58 m²
1681720076-1583,https://www.boligportal.dk/lejeboliger/aarhus/,,7.650 kr.,"Aarhus N, Møllevangs Allé",2 vær. · Lejlighed · 54 m²
1681720076-1584,https://www.boligportal.dk/lejeboliger/aarhus/,,9.900 kr.,"Aarhus C, Lundingsgade",2 vær. · Lejlighed · 71 m²
1681720076-1585,https://www.boligportal.dk/lejeboliger/aarhus/,,12.700 kr.,"Aarhus C, Ryesgade",3 vær. · Lejlighed · 114 m²
1681720076-1586,https://www.boligportal.dk/lejeboliger/aarhus/,,14.975 kr.,"Aarhus C, Ryesgade",4 vær. · Lejlighed · 133 m²
1681720076-1587,https://www.boligportal.dk/lejeboliger/aarhus/,,3.600 kr.,"Beder, Byvej",1 vær. · Lejlighed · 46 m²
1681720076-1588,https://www.boligportal.dk/lejeboliger/aarhus/,,15.450 kr.,"Aarhus C, Søndergade",4 vær. · Lejlighed · 150 m²
1681720076-1589,https://www.boligportal.dk/lejeboliger/aarhus/,,5.995 kr.,"Brabrand, Gudrunsvej",2 vær. · Lejlighed · 46 m²
1681720076-1590,https://www.boligportal.dk/lejeboliger/aarhus/,,10.300 kr.,"Aarhus C, Ceresbyen",3 vær. · Lejlighed · 72 m²
1681720076-1591,https://www.boligportal.dk/lejeboliger/aarhus/,,7.825 kr.,"Risskov, Dagmar Hansens Gade",3 vær. · Lejlighed · 56 m²
1681720076-1592,https://www.boligportal.dk/lejeboliger/aarhus/,,8.300 kr.,"Aarhus N, Willemoesgade",2 vær. · Lejlighed · 56 m²
1681720076-1593,https://www.boligportal.dk/lejeboliger/aarhus/,,8.600 kr.,"Viby J, Engtoften",3 vær. · Lejlighed · 76 m²
1681720076-1594,https://www.boligportal.dk/lejeboliger/aarhus/,,7.500 kr.,"Aarhus C, Åboulevarden",1 vær. · Lejlighed · 62 m²
1681720076-1595,https://www.boligportal.dk/lejeboliger/aarhus/,,9.653 kr.,"Tilst, Tilst Parkvej",4 vær. · Rækkehus · 105 m²
1681720076-1596,https://www.boligportal.dk/lejeboliger/aarhus/,,8.200 kr.,"Risskov, Kamma Klitgårds Gade",3 vær. · Lejlighed · 67 m²
1681720076-1597,https://www.boligportal.dk/lejeboliger/aarhus/,,8.350 kr.,"Risskov, Skejbyvej",2 vær. · Lejlighed · 72 m²
1681720076-1598,https://www.boligportal.dk/lejeboliger/aarhus/,,5.250 kr.,"Aarhus N, Olof Palmes Allé",1 vær. · Lejlighed · 32 m²
1681720076-1599,https://www.boligportal.dk/lejeboliger/aarhus/,,4.000 kr.,"Aarhus C, Stadion Allé",1 vær. · Værelse · 19 m²
1681720076-1600,https://www.boligportal.dk/lejeboliger/aarhus/,,6.900 kr.,"Hjortshøj, Hesselballevej",4 vær. · Hus · 110 m²
1681720076-1601,https://www.boligportal.dk/lejeboliger/aarhus/,,6.775 kr.,"Risskov, Nordlandsvej",2 vær. · Lejlighed · 53 m²
1681720076-1602,https://www.boligportal.dk/lejeboliger/aarhus/,,7.850 kr.,"Risskov, Kamma Klitgårds Gade",2 vær. · Lejlighed · 64 m²
1681720076-1603,https://www.boligportal.dk/lejeboliger/aarhus/,,6.900 kr.,"Aarhus N, Olof Palmes Allé",2 vær. · Lejlighed · 52 m²
1681720076-1604,https://www.boligportal.dk/lejeboliger/aarhus/,,11.250 kr.,"Aarhus N, Olof Palmes Allé",4 vær. · Lejlighed · 103 m²
1681720076-1605,https://www.boligportal.dk/lejeboliger/aarhus/,,10.995 kr.,"Risskov, Broloftet",4 vær. · Lejlighed · 98 m²
1681720076-1606,https://www.boligportal.dk/lejeboliger/aarhus/,,3.798 kr.,"Aarhus C, Langelandsgade",1 vær. · Værelse · 20 m²
1681720076-1607,https://www.boligportal.dk/lejeboliger/aarhus/,,11.200 kr.,"Risskov, Broloftet",4 vær. · Lejlighed · 97 m²
1681720076-1608,https://www.boligportal.dk/lejeboliger/aarhus/,,11.195 kr.,"Risskov, Broloftet",4 vær. · Lejlighed · 100 m²
1681720076-1609,https://www.boligportal.dk/lejeboliger/aarhus/,,9.100 kr.,"Risskov, Vikærsvej",3 vær. · Lejlighed · 73 m²
1681720076-1610,https://www.boligportal.dk/lejeboliger/aarhus/,,14.950 kr.,"Aarhus N, Olof Palmes Allé",5 vær. · Lejlighed · 123 m²
1681720076-1611,https://www.boligportal.dk/lejeboliger/aarhus/,,16.450 kr.,"Aarhus N, Olof Palmes Allé",4 vær. · Lejlighed · 133 m²
1681720076-1612,https://www.boligportal.dk/lejeboliger/aarhus/,,10.745 kr.,"Aarhus N, Vistihøjen",4 vær. · Lejlighed · 108 m²
1681720076-1613,https://www.boligportal.dk/lejeboliger/aarhus/,,3.300 kr.,"Aarhus C, Studsgade",1 vær. · Værelse · 16 m²
1681720076-1614,https://www.boligportal.dk/lejeboliger/aarhus/,,7.695 kr.,"Aarhus N, Vistihøjen",2 vær. · Lejlighed · 67 m²
1681720076-1615,https://www.boligportal.dk/lejeboliger/aarhus/,,10.395 kr.,"Risskov, Dagmar Hansens Gade",3 vær. · Lejlighed · 88 m²
1681720076-1616,https://www.boligportal.dk/lejeboliger/aarhus/,,5.000 kr.,"Viby J, Onsholtgårdsvej",3 vær. · Hus · 100 m²
1681720076-1617,https://www.boligportal.dk/lejeboliger/aarhus/,,6.695 kr.,"Aarhus V, Vintervej",2 vær. · Lejlighed · 50 m²
1681720076-1618,https://www.boligportal.dk/lejeboliger/aarhus/,,10.995 kr.,"Aarhus C, Maren Smeds Gyde",2 vær. · Lejlighed · 78 m²
1681720076-1619,https://www.boligportal.dk/lejeboliger/aarhus/,,5.495 kr.,"Tilst, Honningvænget",1 vær. · Lejlighed · 37 m²
1681720076-1620,https://www.boligportal.dk/lejeboliger/aarhus/,,6.500 kr.,"Risskov, Nordlandsvej",2 vær. · Lejlighed · 48 m²
1681720076-1621,https://www.boligportal.dk/lejeboliger/aarhus/,,7.900 kr.,"Viby J, Engtoften",3 vær. · Lejlighed · 56 m²
1681720076-1622,https://www.boligportal.dk/lejeboliger/aarhus/,,7.800 kr.,"Viby J, Engtoften",3 vær. · Lejlighed · 55 m²
1681720076-1623,https://www.boligportal.dk/lejeboliger/aarhus/,,10.495 kr.,"Aarhus C, Thorvaldsensgade",2 vær. · Lejlighed · 65 m²
1681720076-1624,https://www.boligportal.dk/lejeboliger/aarhus/,,5.700 kr.,"Viby J, Engtoften",1 vær. · Lejlighed · 40 m²
1681720076-1625,https://www.boligportal.dk/lejeboliger/aarhus/,,10.995 kr.,"Aarhus C, Guldsmedgade",2 vær. · Lejlighed · 84 m²
1681720076-1626,https://www.boligportal.dk/lejeboliger/aarhus/,,9.895 kr.,"Aarhus C, Vestergade",3 vær. · Lejlighed · 66 m²
1681720076-1627,https://www.boligportal.dk/lejeboliger/aarhus/,,10.990 kr.,"Aarhus C, Vestergade",3 vær. · Lejlighed · 66 m²
1681720076-1628,https://www.boligportal.dk/lejeboliger/aarhus/,,6.099 kr.,"Aarhus V, Vintervej",2 vær. · Lejlighed · 46 m²
1681720076-1629,https://www.boligportal.dk/lejeboliger/aarhus/,,3.500 kr.,"Aarhus V, Svalevej",1 vær. · Værelse · 16 m²
1681720076-1630,https://www.boligportal.dk/lejeboliger/aarhus/,,10.000 kr.,"Aarhus V, Dalbovej",2 vær. · Lejlighed · 135 m²
1681720076-1631,https://www.boligportal.dk/lejeboliger/aarhus/,,16.000 kr.,"Solbjerg, Nordvejen",10 vær. · Hus · 218 m²
1681720076-1632,https://www.boligportal.dk/lejeboliger/aarhus/,,6.800 kr.,"Viby J, Engtoften",2 vær. · Lejlighed · 47 m²
1681720076-1633,https://www.boligportal.dk/lejeboliger/aarhus/,,9.050 kr.,"Aarhus C, Dannebrogsgade",2 vær. · Lejlighed · 69 m²
1681720076-1634,https://www.boligportal.dk/lejeboliger/aarhus/,,7.695 kr.,"Aarhus V, Vintervej",3 vær. · Lejlighed · 70 m²
1681720076-1635,https://www.boligportal.dk/lejeboliger/aarhus/,,8.895 kr.,"Hjortshøj, Mejlbyparken",4 vær. · Rækkehus · 130 m²
1681720076-1636,https://www.boligportal.dk/lejeboliger/aarhus/,,4.490 kr.,"Viby J, Grøfthøjparken",1 vær. · Lejlighed · 42 m²
1681720076-1637,https://www.boligportal.dk/lejeboliger/aarhus/,,5.900 kr.,"Tilst, Pollenvænget",2 vær. · Lejlighed · 39 m²
1681720076-1638,https://www.boligportal.dk/lejeboliger/aarhus/,,8.155 kr.,"Viby J, Drosbjerg",3 vær. · Lejlighed · 67 m²
1681720076-1639,https://www.boligportal.dk/lejeboliger/aarhus/,,10.700 kr.,"Aarhus N, Niels Juels Gade",2 vær. · Lejlighed · 88 m²
1681720076-1640,https://www.boligportal.dk/lejeboliger/aarhus/,,7.500 kr.,"Aarhus C, Hjarnøgade",2 vær. · Lejlighed · 77 m²
1681720076-1641,https://www.boligportal.dk/lejeboliger/aarhus/,,6.613 kr.,"Brabrand, Janesvej",3 vær. · Lejlighed · 90 m²
1681720076-1642,https://www.boligportal.dk/lejeboliger/aarhus/,,3.900 kr.,"Lystrup, Møgelgårdsvej",1 vær. · Værelse · 20 m²
1681720076-1643,https://www.boligportal.dk/lejeboliger/aarhus/,,7.200 kr.,"Åbyhøj, Carit Etlars Vej",2 vær. · Lejlighed · 56 m²
1681720076-1644,https://www.boligportal.dk/lejeboliger/aarhus/,,13.500 kr.,"Hinnerup, Holmebakken",4 vær. · Hus · 135 m²
1681720076-1645,https://www.boligportal.dk/lejeboliger/aarhus/,,9.600 kr.,"Aarhus C, Borggade",2 vær. · Lejlighed · 62 m²
1681720076-1646,https://www.boligportal.dk/lejeboliger/aarhus/,,9.700 kr.,"Aarhus C, Borggade",2 vær. · Lejlighed · 61 m²
1681720076-1647,https://www.boligportal.dk/lejeboliger/aarhus/,,7.195 kr.,"Brabrand, Engdalsvej",2 vær. · Lejlighed · 68 m²
1681720076-1648,https://www.boligportal.dk/lejeboliger/aarhus/,,11.250 kr.,"Åbyhøj, Silkeborgvej",3 vær. · Lejlighed · 118 m²
1681720076-1649,https://www.boligportal.dk/lejeboliger/aarhus/,,8.347 kr.,"Aarhus C, Finderupvej",2 vær. · Lejlighed · 61 m²
1681720076-1650,https://www.boligportal.dk/lejeboliger/aarhus/,,7.500 kr.,"Aarhus C, Rosenkrantzgade",1 vær. · Lejlighed · 47 m²
1681720076-1651,https://www.boligportal.dk/lejeboliger/aarhus/,,5.595 kr.,"Risskov, Pie Frandsens Gade",1 vær. · Lejlighed · 43 m²
1681720076-1652,https://www.boligportal.dk/lejeboliger/aarhus/,,11.995 kr.,"Aarhus N, Otte Ruds Gade",4 vær. · Lejlighed · 103 m²
1681720076-1653,https://www.boligportal.dk/lejeboliger/aarhus/,,4.000 kr.,"Solbjerg, Hyldevangen",1 vær. · Værelse · 11 m²
1681720076-1654,https://www.boligportal.dk/lejeboliger/aarhus/,,5.695 kr.,"Risskov, Pie Frandsens Gade",1 vær. · Lejlighed · 43 m²
1681720076-1655,https://www.boligportal.dk/lejeboliger/aarhus/,,9.900 kr.,"Aarhus C, Valdemarsgade",3 vær. · Lejlighed · 80 m²
1681720076-1656,https://www.boligportal.dk/lejeboliger/aarhus/,,8.500 kr.,"Aarhus C, Skt. Anna Gade",3 vær. · Lejlighed · 90 m²
1681720076-1657,https://www.boligportal.dk/lejeboliger/aarhus/,,9.375 kr.,"Aarhus C, Ceresbyen",2 vær. · Lejlighed · 61 m²
1681720076-1658,https://www.boligportal.dk/lejeboliger/aarhus/,,4.900 kr.,"Viby J, Kaj Munks Vej",1 vær. · Værelse · 15 m²
1681720076-1659,https://www.boligportal.dk/lejeboliger/aarhus/,,6.583 kr.,"Tilst, Havkærvej",2 vær. · Lejlighed · 54 m²
1681720076-1660,https://www.boligportal.dk/lejeboliger/aarhus/,,11.000 kr.,"Risskov, Møllegangen",4 vær. · Lejlighed · 111 m²
1681720076-1661,https://www.boligportal.dk/lejeboliger/aarhus/,,7.995 kr.,"Aarhus N, Olof Palmes Allé",2 vær. · Lejlighed · 60 m²
1681720076-1662,https://www.boligportal.dk/lejeboliger/aarhus/,,13.231 kr.,"Åbyhøj, Sifsgade",4 vær. · Lejlighed · 112 m²
1681720076-1663,https://www.boligportal.dk/lejeboliger/aarhus/,,9.095 kr.,"Aarhus N, Olof Palmes Allé",3 vær. · Lejlighed · 69 m²
1681720076-1664,https://www.boligportal.dk/lejeboliger/aarhus/,,8.495 kr.,"Aarhus N, Olof Palmes Allé",3 vær. · Lejlighed · 60 m²
1681720076-1665,https://www.boligportal.dk/lejeboliger/aarhus/,,10.950 kr.,"Aarhus C, Telefonsmøgen",3 vær. · Lejlighed · 94 m²
1681720076-1666,https://www.boligportal.dk/lejeboliger/aarhus/,,7.300 kr.,"Aarhus N, Jens Baggesens Vej",2 vær. · Lejlighed · 48 m²
1681720076-1667,https://www.boligportal.dk/lejeboliger/aarhus/,,9.200 kr.,"Aarhus C, Fiskergade",2 vær. · Lejlighed · 70 m²
1681720076-1668,https://www.boligportal.dk/lejeboliger/aarhus/,,7.500 kr.,"Aarhus N, Trøjborgvej",2 vær. · Lejlighed · 46 m²
1681720076-1669,https://www.boligportal.dk/lejeboliger/aarhus/,,9.708 kr.,"Aarhus C, Ceresbyen",3 vær. · Lejlighed · 63 m²
1681720076-1670,https://www.boligportal.dk/lejeboliger/aarhus/,,3.250 kr.,"Højbjerg, Elverdalsvej",1 vær. · Værelse · 20 m²
