web-scraper-order,web-scraper-start-url,pagination,price,address,rooms_type_kvm
1681720962-2188,https://www.boligportal.dk/lejeboliger/aarhus/?offset=918,,6.795 kr.,"Viby J, Engtoften",2 vær. · Lejlighed · 54 m²
1681720962-2189,https://www.boligportal.dk/lejeboliger/aarhus/?offset=918,,8.900 kr.,"Aarhus N, Stockholmsgade",2 vær. · Lejlighed · 71 m²
1681720962-2190,https://www.boligportal.dk/lejeboliger/aarhus/?offset=918,,10.600 kr.,"Aarhus N, Randersvej",3 vær. · Lejlighed · 87 m²
1681720962-2191,https://www.boligportal.dk/lejeboliger/aarhus/?offset=918,,8.695 kr.,"Tilst, Pollenvænget",3 vær. · Lejlighed · 72 m²
1681720962-2192,https://www.boligportal.dk/lejeboliger/aarhus/?offset=918,,8.150 kr.,"Højbjerg, Rundhøj Allé",3 vær. · Lejlighed · 67 m²
1681720962-2193,https://www.boligportal.dk/lejeboliger/aarhus/?offset=918,,8.800 kr.,"Aarhus N, Skejbyparken",4 vær. · Lejlighed · 77 m²
1681720962-2194,https://www.boligportal.dk/lejeboliger/aarhus/?offset=918,,8.215 kr.,"Malling, Stenhøjgårdsvej",3 vær. · Lejlighed · 94 m²
1681720962-2195,https://www.boligportal.dk/lejeboliger/aarhus/?offset=918,,11.795 kr.,"Brabrand, Høiriisgårdsvej",5 vær. · Rækkehus · 119 m²
1681720962-2196,https://www.boligportal.dk/lejeboliger/aarhus/?offset=918,,11.800 kr.,"Aarhus C, Fåborggade",3 vær. · Lejlighed · 93 m²
1681720962-2197,https://www.boligportal.dk/lejeboliger/aarhus/?offset=918,,7.300 kr.,"Risskov, Doris Kæraas Gade",2 vær. · Lejlighed · 54 m²
1681720962-2198,https://www.boligportal.dk/lejeboliger/aarhus/?offset=918,,8.250 kr.,"Risskov, Dagmar Hansens Gade",3 vær. · Lejlighed · 63 m²
1681720962-2199,https://www.boligportal.dk/lejeboliger/aarhus/?offset=918,,5.432 kr.,"Viby J, Damagervej",2 vær. · Lejlighed · 46 m²
1681720962-2200,https://www.boligportal.dk/lejeboliger/aarhus/?offset=918,,12.595 kr.,"Aarhus C, Sonnesgade",4 vær. · Lejlighed · 85 m²
1681720962-2201,https://www.boligportal.dk/lejeboliger/aarhus/?offset=918,,3.650 kr.,"Viby J, Damagervej",1 vær. · Lejlighed · 40 m²
1681720962-2202,https://www.boligportal.dk/lejeboliger/aarhus/?offset=918,,12.800 kr.,"Hørning, Østergårds Alle",5 vær. · Rækkehus · 137 m²
1681720962-2203,https://www.boligportal.dk/lejeboliger/aarhus/?offset=918,,10.500 kr.,"Hørning, Østergårds Alle",4 vær. · Rækkehus · 114 m²
1681720962-2204,https://www.boligportal.dk/lejeboliger/aarhus/?offset=918,,12.600 kr.,"Aarhus C, Dagmar Petersens Gade",3 vær. · Lejlighed · 80 m²
1681720962-2205,https://www.boligportal.dk/lejeboliger/aarhus/?offset=918,,11.960 kr.,"Aarhus C, Mejlgade",3 vær. · Lejlighed · 105 m²
1681720962-2206,https://www.boligportal.dk/lejeboliger/aarhus/?offset=918,,5.950 kr.,"Åbyhøj, Søren Frichs Vej",1 vær. · Lejlighed · 34 m²
1681720962-2207,https://www.boligportal.dk/lejeboliger/aarhus/?offset=918,,5.700 kr.,"Åbyhøj, Søren Frichs Vej",1 vær. · Lejlighed · 34 m²
1681720962-2208,https://www.boligportal.dk/lejeboliger/aarhus/?offset=918,,6.820 kr.,"Viby J, Onsholtvej",2 vær. · Lejlighed · 62 m²
1681720962-2209,https://www.boligportal.dk/lejeboliger/aarhus/?offset=918,,6.820 kr.,"Viby J, Onsholtvej",2 vær. · Lejlighed · 59 m²
1681720962-2210,https://www.boligportal.dk/lejeboliger/aarhus/?offset=918,,7.955 kr.,"Viby J, Onsholtvej",3 vær. · Lejlighed · 73 m²
1681720962-2211,https://www.boligportal.dk/lejeboliger/aarhus/?offset=918,,8.800 kr.,"Åbyhøj, Søren Frichs Vej",2 vær. · Lejlighed · 51 m²
1681720962-2212,https://www.boligportal.dk/lejeboliger/aarhus/?offset=918,,8.155 kr.,"Viby J, Drosbjerg",3 vær. · Lejlighed · 68 m²
1681720962-2213,https://www.boligportal.dk/lejeboliger/aarhus/?offset=918,,6.900 kr.,"Aarhus N, Trøjborgvej",1 vær. · Lejlighed · 35 m²
1681720962-2214,https://www.boligportal.dk/lejeboliger/aarhus/?offset=918,,7.600 kr.,"Viby J, Onsholtvej",3 vær. · Lejlighed · 73 m²
1681721414-2215,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,10.795 kr.,"Risskov, Broloftet",4 vær. · Lejlighed · 92 m²
1681721414-2216,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,5.950 kr.,"Brabrand, Emmasvej",2 vær. · Lejlighed · 70 m²
1681721414-2217,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,11.200 kr.,"Aarhus C, Vesterport",3 vær. · Lejlighed · 91 m²
1681721414-2218,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,14.397 kr.,"Aarhus C, Museumsgade",4 vær. · Lejlighed · 120 m²
1681721414-2219,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,4.300 kr.,"Aarhus C, Thunøgade",1 vær. · Værelse · 20 m²
1681721414-2220,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,8.350 kr.,"Aarhus C, Åhusene",2 vær. · Lejlighed · 55 m²
1681721414-2221,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,4.758 kr.,"Aarhus C, Mejlgade",1 vær. · Værelse · 12 m²
1681721414-2222,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,9.400 kr.,"Aarhus C, Hans Schourups Gade",2 vær. · Lejlighed · 67 m²
1681721414-2223,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,8.650 kr.,"Aarhus C, Åhusene",3 vær. · Lejlighed · 58 m²
1681721414-2224,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,13.160 kr.,"Risskov, Ellen Jensens Gade",3 vær. · Lejlighed · 101 m²
1681721414-2225,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,8.725 kr.,"Aarhus C, Søndre Ringgade",2 vær. · Lejlighed · 70 m²
1681721414-2226,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,8.400 kr.,"Aarhus C, Kirkedammen",2 vær. · Lejlighed · 71 m²
1681721414-2227,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,9.750 kr.,"Aarhus C, Rudolph Wulffs Gade",3 vær. · Lejlighed · 86 m²
1681721414-2228,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,9.950 kr.,"Aarhus C, De Mezas Vej",3 vær. · Lejlighed · 88 m²
1681721414-2229,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,4.495 kr.,"Aarhus C, Grønnegade",1 vær. · Lejlighed · 39 m²
1681721414-2230,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,7.950 kr.,"Aarhus C, Vesterbrogade",2 vær. · Lejlighed · 65 m²
1681721414-2231,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,6.750 kr.,"Aarhus V, Bronzealdertoften",2 vær. · Lejlighed · 59 m²
1681721414-2232,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,8.300 kr.,"Aarhus C, Søgade",2 vær. · Lejlighed · 39 m²
1681721414-2233,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,60.000 kr.,"Risskov, Strandvænget",6 vær. · Hus · 272 m²
1681721414-2234,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,7.887 kr.,"Aarhus N, Tulipanlunden",3 vær. · Lejlighed · 64 m²
1681721414-2235,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,15.995 kr.,"Risskov, Broloftet",4 vær. · Lejlighed · 127 m²
1681721414-2236,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,7.375 kr.,"Aarhus N, Tulipanlunden",2 vær. · Lejlighed · 52 m²
1681721414-2237,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,8.300 kr.,"Aarhus C, Trælastgade",2 vær. · Lejlighed · 46 m²
1681721414-2238,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,7.924 kr.,"Tilst, Tilst Bypark",3 vær. · Lejlighed · 85 m²
1681721414-2239,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,11.050 kr.,"Aarhus C, Trælastgade",3 vær. · Lejlighed · 74 m²
1681721414-2240,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,9.445 kr.,"Aarhus N, Vistihøjen",3 vær. · Lejlighed · 82 m²
1681721414-2241,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,14.550 kr.,"Brabrand, Stenbækhave",5 vær. · Rækkehus · 131 m²
1681721414-2242,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,10.995 kr.,"Skødstrup, Engskovvænget",4 vær. · Rækkehus · 116 m²
1681721414-2243,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,19.800 kr.,"Aarhus N, Ringen",4 vær. · Lejlighed · 197 m²
1681721414-2244,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,9.950 kr.,"Aarhus C, Søndre Ringgade",4 vær. · Lejlighed · 110 m²
1681721414-2245,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,8.400 kr.,"Aarhus V, Helge Rodes Vej",3 vær. · Lejlighed · 73 m²
1681721414-2246,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,8.900 kr.,"Aarhus C, Vestre Ringgade",3 vær. · Lejlighed · 80 m²
1681721414-2247,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,8.685 kr.,"Risskov, Brassøvej",3 vær. · Lejlighed · 63 m²
1681721414-2248,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,8.550 kr.,"Aarhus C, Søndre Ringgade",2 vær. · Lejlighed · 69 m²
1681721414-2249,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,14.351 kr.,"Aarhus C, Sønder Allé",3 vær. · Lejlighed · 104 m²
1681721414-2250,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,7.500 kr.,"Højbjerg, Albert Naurs Vej",2 vær. · Hus · 48 m²
1681721414-2251,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,9.800 kr.,"Aarhus C, Thorvaldsensgade",2 vær. · Lejlighed · 61 m²
1681721414-2252,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,5.495 kr.,"Aarhus V, Kappelvænget",2 vær. · Lejlighed · 48 m²
1681721414-2253,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,8.600 kr.,"Aarhus N, Stockholmsgade",2 vær. · Lejlighed · 68 m²
1681721414-2254,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,9.995 kr.,"Hørning, Brohaven",4 vær. · Rækkehus · 110 m²
1681721414-2255,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,7.500 kr.,"Risskov, Arresøvej",2 vær. · Lejlighed · 51 m²
1681721414-2256,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,12.000 kr.,"Aarhus C, Finderupvej",3 vær. · Lejlighed · 82 m²
1681721414-2257,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,8.300 kr.,"Risskov, Arresøvej",3 vær. · Lejlighed · 69 m²
1681721414-2258,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,7.895 kr.,"Lystrup, Ellebrinken",3 vær. · Lejlighed · 57 m²
1681721414-2259,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,9.550 kr.,"Aarhus N, Olof Palmes Allé",3 vær. · Lejlighed · 69 m²
1681721414-2260,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,9.095 kr.,"Aarhus N, Brendstrupgårdsvej",2 vær. · Lejlighed · 69 m²
1681721414-2261,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,7.995 kr.,"Aarhus N, Olof Palmes Allé",2 vær. · Lejlighed · 60 m²
1681721414-2262,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,9.095 kr.,"Aarhus N, Brendstrupgårdsvej",3 vær. · Lejlighed · 69 m²
1681721414-2263,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,7.995 kr.,"Aarhus N, Brendstrupgårdsvej",3 vær. · Lejlighed · 60 m²
1681721414-2264,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,8.995 kr.,"Aarhus N, Tulipanlunden",3 vær. · Rækkehus · 72 m²
1681721414-2265,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,7.195 kr.,"Aarhus N, Tulipanhaven",3 vær. · Lejlighed · 48 m²
1681721414-2266,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,8.100 kr.,"Aarhus N, Randersvej",3 vær. · Rækkehus · 84 m²
1681721414-2267,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,5.845 kr.,"Aarhus N, Tulipanlunden",2 vær. · Lejlighed · 35 m²
1681721414-2268,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,8.995 kr.,"Aarhus N, Tulipanlunden",3 vær. · Rækkehus · 68 m²
1681721414-2269,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,7.495 kr.,"Aarhus N, Tulipanhaven",3 vær. · Lejlighed · 56 m²
1681721414-2270,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,5.000 kr.,"Højbjerg, Teglgårdsvej",1 vær. · Lejlighed · 30 m²
1681721414-2271,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,9.800 kr.,"Åbyhøj, Bestlasgade",3 vær. · Lejlighed · 73 m²
1681721414-2272,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,11.700 kr.,"Åbyhøj, Bestlasgade",4 vær. · Lejlighed · 95 m²
1681721414-2273,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,7.800 kr.,"Åbyhøj, Bifrostgade",2 vær. · Lejlighed · 60 m²
1681721414-2274,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,9.400 kr.,"Åbyhøj, Lokesvej",2 vær. · Lejlighed · 66 m²
1681721414-2275,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,9.700 kr.,"Åbyhøj, Lokesvej",3 vær. · Lejlighed · 67 m²
1681721414-2276,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,13.300 kr.,"Åbyhøj, Lokesvej",4 vær. · Lejlighed · 114 m²
1681721414-2277,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,12.325 kr.,"Åbyhøj, Lokesvej",4 vær. · Lejlighed · 104 m²
1681721414-2278,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,2.500 kr.,"Aarhus N, Nymøllevej",1 vær. · Værelse · 25 m²
1681721414-2279,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,3.090 kr.,"Aarhus C, Hans Schourups Gade",1 vær. · Lejlighed · 19 m²
1681721414-2280,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,3.900 kr.,"Brabrand, Naurvej",1 vær. · Værelse · 40 m²
1681721414-2281,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,7.900 kr.,"Aarhus C, Ankersgade",4 vær. · Lejlighed · 95 m²
1681721414-2282,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,6.550 kr.,"Viby J, Grøndalsvej",2 vær. · Lejlighed · 56 m²
1681721414-2283,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,13.000 kr.,"Egå, Brobjerg Parkvej",4 vær. · Rækkehus · 138 m²
1681721414-2284,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,18.800 kr.,"Egå, Søtoften",4 vær. · Hus · 148 m²
1681721414-2285,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,2.800 kr.,"Aarhus N, Otto Sverdrups Vej",1 vær. · Værelse · 16 m²
1681721414-2286,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,10.100 kr.,"Aarhus C, Borggade",2 vær. · Lejlighed · 61 m²
1681721414-2287,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,16.500 kr.,"Aarhus C, Høegh-Guldbergs Gade",5 vær. · Lejlighed · 156 m²
1681721414-2288,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,2.700 kr.,"Aarhus C, Søndre Ringgade",1 vær. · Værelse · 19 m²
1681721414-2289,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,5.950 kr.,"Aarhus V, Bronzealdervænget",2 vær. · Lejlighed · 41 m²
1681721414-2290,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,5.595 kr.,"Tranbjerg J, Møllevangen",2 vær. · Lejlighed · 47 m²
1681721414-2291,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,5.495 kr.,"Brabrand, Gudrunsvej",1 vær. · Lejlighed · 41 m²
1681721414-2292,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,5.995 kr.,"Brabrand, Gudrunsvej",2 vær. · Lejlighed · 45 m²
1681721414-2293,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,9.795 kr.,"Skødstrup, Vosnæsparken",5 vær. · Rækkehus · 116 m²
1681721414-2294,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,14.295 kr.,"Viby J, Drosbjerg",4 vær. · Lejlighed · 120 m²
1681721414-2295,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,3.880 kr.,"Brabrand, Karen Blixens Boulevard",1 vær. · Lejlighed · 44 m²
1681721414-2296,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,6.795 kr.,"Viby J, Engtoften",2 vær. · Lejlighed · 54 m²
1681721414-2297,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,8.900 kr.,"Aarhus N, Stockholmsgade",2 vær. · Lejlighed · 71 m²
1681721414-2298,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,10.600 kr.,"Aarhus N, Randersvej",3 vær. · Lejlighed · 87 m²
1681721414-2299,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,8.695 kr.,"Tilst, Pollenvænget",3 vær. · Lejlighed · 72 m²
1681721414-2300,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,8.150 kr.,"Højbjerg, Rundhøj Allé",3 vær. · Lejlighed · 67 m²
1681721414-2301,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,8.800 kr.,"Aarhus N, Skejbyparken",4 vær. · Lejlighed · 77 m²
1681721414-2302,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,8.215 kr.,"Malling, Stenhøjgårdsvej",3 vær. · Lejlighed · 94 m²
1681721414-2303,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,11.795 kr.,"Brabrand, Høiriisgårdsvej",5 vær. · Rækkehus · 119 m²
1681721414-2304,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,11.800 kr.,"Aarhus C, Fåborggade",3 vær. · Lejlighed · 93 m²
1681721414-2305,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,7.300 kr.,"Risskov, Doris Kæraas Gade",2 vær. · Lejlighed · 54 m²
1681721414-2306,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,8.250 kr.,"Risskov, Dagmar Hansens Gade",3 vær. · Lejlighed · 63 m²
1681721414-2307,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,5.432 kr.,"Viby J, Damagervej",2 vær. · Lejlighed · 46 m²
1681721414-2308,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,12.595 kr.,"Aarhus C, Sonnesgade",4 vær. · Lejlighed · 85 m²
1681721414-2309,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,3.650 kr.,"Viby J, Damagervej",1 vær. · Lejlighed · 40 m²
1681721414-2310,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,12.800 kr.,"Hørning, Østergårds Alle",5 vær. · Rækkehus · 137 m²
1681721414-2311,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,10.500 kr.,"Hørning, Østergårds Alle",4 vær. · Rækkehus · 114 m²
1681721414-2312,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,12.600 kr.,"Aarhus C, Dagmar Petersens Gade",3 vær. · Lejlighed · 80 m²
1681721414-2313,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,11.960 kr.,"Aarhus C, Mejlgade",3 vær. · Lejlighed · 105 m²
1681721414-2314,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,5.950 kr.,"Åbyhøj, Søren Frichs Vej",1 vær. · Lejlighed · 34 m²
1681721414-2315,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,5.700 kr.,"Åbyhøj, Søren Frichs Vej",1 vær. · Lejlighed · 34 m²
1681721414-2316,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,6.820 kr.,"Viby J, Onsholtvej",2 vær. · Lejlighed · 62 m²
1681721414-2317,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,6.820 kr.,"Viby J, Onsholtvej",2 vær. · Lejlighed · 59 m²
1681721414-2318,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,7.955 kr.,"Viby J, Onsholtvej",3 vær. · Lejlighed · 73 m²
1681721414-2319,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,8.800 kr.,"Åbyhøj, Søren Frichs Vej",2 vær. · Lejlighed · 51 m²
1681721414-2320,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,8.155 kr.,"Viby J, Drosbjerg",3 vær. · Lejlighed · 68 m²
1681721414-2321,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,6.900 kr.,"Aarhus N, Trøjborgvej",1 vær. · Lejlighed · 35 m²
1681721414-2322,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,7.600 kr.,"Viby J, Onsholtvej",3 vær. · Lejlighed · 73 m²
1681721414-2323,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,7.955 kr.,"Viby J, Onsholtvej",3 vær. · Lejlighed · 73 m²
1681721414-2324,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,12.792 kr.,"Åbyhøj, Bestlasgade",4 vær. · Lejlighed · 101 m²
1681721414-2325,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,13.850 kr.,"Aarhus C, Ålborggade",4 vær. · Lejlighed · 109 m²
1681721414-2326,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,7.850 kr.,"Risskov, Kamma Klitgårds Gade",2 vær. · Lejlighed · 67 m²
1681721414-2327,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,10.800 kr.,"Aarhus C, Nordborggade",3 vær. · Lejlighed · 92 m²
1681721414-2328,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,6.900 kr.,"Risskov, Vestre Strandallé",1 vær. · Lejlighed · 53 m²
1681721414-2329,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,6.350 kr.,"Risskov, Vestre Strandallé",1 vær. · Lejlighed · 38 m²
1681721414-2330,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,5.950 kr.,"Risskov, Vestre Strandallé",1 vær. · Lejlighed · 38 m²
1681721414-2331,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,11.500 kr.,"Aarhus C, Joh. Baunes Plads",3 vær. · Lejlighed · 91 m²
1681721414-2332,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,13.900 kr.,"Aarhus C, Mariane Thomsens Gade",5 vær. · Lejlighed · 145 m²
1681721414-2333,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,8.931 kr.,"Aarhus C, Vestre Ringgade",3 vær. · Lejlighed · 76 m²
1681721414-2334,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,8.600 kr.,"Aarhus C, Vestre Ringgade",3 vær. · Lejlighed · 73 m²
1681721414-2335,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,9.150 kr.,"Solbjerg, Hasselvangen",4 vær. · Rækkehus · 105 m²
1681721414-2336,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,8.300 kr.,"Risskov, Arresøvej",3 vær. · Lejlighed · 65 m²
1681721414-2337,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,7.400 kr.,"Viby J, Damagervej",2 vær. · Lejlighed · 67 m²
1681721414-2338,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,11.100 kr.,"Aarhus C, Æbeløgade",2 vær. · Lejlighed · 67 m²
1681721414-2339,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,9.100 kr.,"Brabrand, Louisevej",4 vær. · Rækkehus · 96 m²
1681721414-2340,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,7.100 kr.,"Risskov, Arresøvej",2 vær. · Lejlighed · 50 m²
1681721414-2341,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,7.500 kr.,"Aarhus C, Haderslevgade",2 vær. · Lejlighed · 60 m²
1681721414-2342,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,7.995 kr.,"Risskov, Møllehatten",2 vær. · Lejlighed · 68 m²
1681721414-2343,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,8.095 kr.,"Risskov, Møllehatten",2 vær. · Lejlighed · 68 m²
1681721414-2344,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,5.500 kr.,"Skødstrup, Grenåvej",2 vær. · Lejlighed · 59 m²
1681721414-2345,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,7.790 kr.,"Aarhus V, Viborgvej",3 vær. · Lejlighed · 89 m²
1681721414-2346,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,8.475 kr.,"Aarhus C, Søndre Ringgade",2 vær. · Lejlighed · 70 m²
1681721414-2347,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,8.800 kr.,"Brabrand, Silkeborgvej",2 vær. · Lejlighed · 78 m²
1681721414-2348,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,12.300 kr.,"Aarhus C, Fiskergade",3 vær. · Lejlighed · 86 m²
1681721414-2349,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,16.000 kr.,"Risskov, Torsøvej",4 vær. · Lejlighed · 99 m²
1681721414-2350,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,7.500 kr.,"Brabrand, Hovedgaden",2 vær. · Lejlighed · 73 m²
1681721414-2351,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,12.275 kr.,"Aarhus C, Ceresbyen",3 vær. · Lejlighed · 97 m²
1681721414-2352,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,12.800 kr.,"Aarhus C, Haderslevgade",4 vær. · Lejlighed · 101 m²
1681721414-2353,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,6.500 kr.,"Aarhus N, Olof Palmes Allé",1 vær. · Lejlighed · 30 m²
1681721414-2354,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,5.650 kr.,"Aarhus N, Olof Palmes Allé",1 vær. · Lejlighed · 29 m²
1681721414-2355,https://www.boligportal.dk/lejeboliger/aarhus/?offset=1134,,5.550 kr.,"Aarhus N, Olof Palmes Allé",1 vær. · Lejlighed · 29 m²
